  S0     S1     E      O      M     CCS    YGC     YGCT    FGC    FGCT     GCT   
 33.55   0.00   3.98  26.64  95.74  94.34    477   21.151    17    9.798   30.949
 33.55   0.00  57.70  26.64  95.74  94.34    477   21.151    17    9.798   30.949
  0.00  53.44   1.99  27.82  95.74  94.34    478   21.186    17    9.798   30.983
  0.00  53.44  55.81  27.82  95.74  94.34    478   21.186    17    9.798   30.983
 53.57   0.00   2.00  29.74  95.74  94.34    479   21.225    17    9.798   31.023
 53.57   0.00  54.22  29.74  95.74  94.34    479   21.225    17    9.798   31.023
  0.00  63.19   0.00  31.53  95.74  94.34    480   21.268    17    9.798   31.066
  0.00  63.19  49.93  31.53  95.74  94.34    480   21.268    17    9.798   31.066
  4.19  63.19 100.00  31.66  95.74  94.34    481   21.268    17    9.798   31.066
 57.50   0.00  43.96  33.61  95.74  94.34    481   21.312    17    9.798   31.110
 57.50  22.13 100.00  34.28  95.74  94.34    482   21.312    17    9.798   31.110
  0.00  58.24  41.97  35.41  95.74  94.34    482   21.373    17    9.798   31.171
  0.00  58.24  88.62  35.41  95.74  94.34    482   21.373    17    9.798   31.171
100.00   0.00  10.00  37.28  95.74  94.34    483   21.436    17    9.798   31.234
100.00   0.00  42.36  37.28  95.74  94.34    483   21.436    17    9.798   31.234
100.00   0.00  92.38  37.28  95.74  94.34    483   21.436    17    9.798   31.234
  0.00  99.52  41.99  39.49  95.77  94.34    484   21.465    17    9.798   31.263
  0.00  99.52  93.98  39.49  95.77  94.34    484   21.465    17    9.798   31.263
 44.25   0.00  31.99  39.95  95.77  94.34    485   21.489    17    9.798   31.287
 44.25   0.00  87.99  39.95  95.77  94.34    485   21.489    17    9.798   31.287
  0.00  99.88  34.00  41.71  95.77  94.34    486   21.526    17    9.798   31.324
  0.00  99.88  87.99  41.71  95.77  94.34    486   21.526    17    9.798   31.324
 54.19   0.00  30.00  43.46  95.77  94.34    487   21.570    17    9.798   31.368
 54.19   0.00  83.99  43.46  95.77  94.34    487   21.570    17    9.798   31.368
  0.00  48.61  30.00  45.51  95.77  94.34    488   21.612    17    9.798   31.410
  0.00  48.61  84.00  45.51  95.77  94.34    488   21.612    17    9.798   31.410
 50.39   0.00  24.00  47.27  95.77  94.34    489   21.670    17    9.798   31.467
 50.39   0.00  78.00  47.27  95.77  94.34    489   21.670    17    9.798   31.467
  0.00  52.92  18.00  49.02  95.77  94.34    490   21.726    17    9.798   31.524
  0.00  52.92  58.68  49.02  95.77  94.34    490   21.726    17    9.798   31.524
  0.00  52.92  80.25  49.02  95.77  94.34    490   21.726    17    9.798   31.524
 41.71   0.00  33.09  56.08  95.77  94.34    491   21.777    17    9.798   31.575
 41.71   0.00  68.82  56.08  95.77  94.34    491   21.777    17    9.798   31.575
  0.00  39.31  13.93  57.43  95.77  94.34    492   21.802    17    9.798   31.600
  0.00  39.31  65.68  57.43  95.77  94.34    492   21.802    17    9.798   31.600
 64.31   0.00   9.97  58.66  95.77  94.34    493   21.835    17    9.798   31.633
 64.31   0.00  61.81  58.66  95.77  94.34    493   21.835    17    9.798   31.633
  0.00  58.75   5.99  60.61  95.77  94.34    494   21.876    17    9.798   31.674
  0.00  58.75  55.89  60.61  95.77  94.34    494   21.876    17    9.798   31.674
 70.27   0.00   0.00  62.44  95.77  94.34    495   21.921    17    9.798   31.719
 70.27   0.00  49.93  62.44  95.77  94.34    495   21.921    17    9.798   31.719
 70.27   3.51 100.00  62.55  95.77  94.34    496   21.921    17    9.798   31.719
  0.00  60.90  43.96  64.55  95.77  94.34    496   21.966    17    9.798   31.764
 23.58  60.90 100.00  65.22  95.77  94.34    497   21.966    17    9.798   31.764
 65.79   0.00  43.98  66.38  95.77  94.34    497   22.026    17    9.798   31.824
 65.79   0.00  87.95  66.38  95.77  94.34    497   22.026    17    9.798   31.824
 65.79  99.96  99.94  67.94  95.77  94.34    498   22.026    17    9.798   31.824
  0.00  99.96  48.68  68.98  95.77  94.34    498   22.097    17    9.798   31.895
  0.00  99.96  86.63  68.98  95.77  94.34    498   22.097    17    9.798   31.895
 25.26   0.00  33.84  70.76  95.77  94.34    499   22.126    17    9.798   31.924
 25.26   0.00  87.58  70.76  95.77  94.34    499   22.126    17    9.798   31.924
  0.00  44.99  34.07  71.51  95.77  94.34    500   22.154    17    9.798   31.952
  0.00  44.99  89.90  71.51  95.77  94.34    500   22.154    17    9.798   31.952
 55.78   0.00  33.93  73.26  95.77  94.34    501   22.195    17    9.798   31.993
 55.78   0.00  85.83  73.26  95.77  94.34    501   22.195    17    9.798   31.993
  0.00  54.72  29.96  75.02  95.77  94.34    502   22.239    17    9.798   32.037
  0.00  54.72  83.89  75.02  95.77  94.34    502   22.239    17    9.798   32.037
 54.47   0.00  27.98  77.07  95.77  94.34    503   22.285    17    9.798   32.083
 54.47   0.00  81.93  77.07  95.77  94.34    503   22.285    17    9.798   32.083
  0.00  51.12  21.99  78.83  95.77  94.34    504   22.343    17    9.798   32.141
  0.00  51.12  63.96  78.83  95.77  94.34    504   22.343    17    9.798   32.141
 58.51   0.00   2.68  80.61  95.77  94.34    505   22.402    17    9.798   32.200
 58.51   0.00  40.66  80.61  95.77  94.34    505   22.402    17    9.798   32.200
 58.51   0.00  61.93  80.61  95.77  94.34    505   22.402    17    9.798   32.200
  0.00  31.29  12.37  86.87  95.78  94.34    506   22.448    17    9.798   32.246
  0.00  31.29  52.07  86.87  95.78  94.34    506   22.448    17    9.798   32.246
 53.86   0.00   0.00  87.88  95.78  94.34    507   22.476    17    9.798   32.274
 53.86   0.00  49.76  87.88  95.78  94.34    507   22.476    17    9.798   32.274
 53.86   0.00  99.68  87.88  95.78  94.34    508   22.476    17    9.798   32.274
  0.00  61.71  43.86  89.49  95.78  94.34    508   22.515    17    9.798   32.313
 41.32  61.71 100.00  90.91  95.78  94.34    509   22.515    17    9.798   32.313
 64.69   0.00  47.90  91.46  95.78  94.34    509   22.557    17    9.798   32.355
 64.69   0.00 100.00  91.46  95.78  94.34    509   22.557    17    9.798   32.355
  0.00  71.22  41.94  93.28  95.78  94.34    510   22.605    17    9.798   32.403
  0.00  71.22  83.89  93.28  95.78  94.34    510   22.605    17    9.798   32.403
 66.33   0.00  25.98  95.40  95.78  94.34    511   22.653    17    9.798   32.451
 66.33   0.00  77.93  95.40  95.78  94.34    511   22.653    17    9.798   32.451
  0.00  64.34   0.00  97.22  95.78  94.34    512   22.716    18    9.798   32.514
  0.00  64.34   0.00  97.22  95.78  94.34    512   22.716    18    9.798   32.514
  0.00  64.34   0.00  97.22  95.78  94.34    512   22.716    18    9.798   32.514
  0.00   0.00  37.98  11.09  95.78  94.34    512   22.716    18   10.487   33.203
  0.00   0.00  72.62  11.09  95.78  94.34    512   22.716    18   10.487   33.203
  0.00   0.00  92.72  11.09  95.78  94.34    512   22.716    18   10.487   33.203
100.00   0.00  48.57  13.77  95.78  94.34    513   22.771    18   10.487   33.258
100.00   0.00  90.24  13.77  95.78  94.34    513   22.771    18   10.487   33.258
  0.00  99.16  37.89  15.39  95.78  94.34    514   22.794    18   10.487   33.281
  0.00  99.16  93.60  15.39  95.78  94.34    514   22.794    18   10.487   33.281
 45.10   0.00  39.86  16.30  95.78  94.34    515   22.821    18   10.487   33.308
 45.10   0.00  85.70  16.30  95.78  94.34    515   22.821    18   10.487   33.308
  0.00  98.23  29.93  18.06  95.78  94.34    516   22.859    18   10.487   33.346
  0.00  98.23  82.16  18.06  95.78  94.34    516   22.859    18   10.487   33.346
 54.19   0.00  27.96  19.82  95.78  94.34    517   22.901    18   10.487   33.388
 54.19   0.00  81.88  19.82  95.78  94.34    517   22.901    18   10.487   33.388
  0.00  49.04  25.98  21.87  95.78  94.34    518   22.943    18   10.487   33.430
  0.00  49.04  79.92  21.87  95.78  94.34    518   22.943    18   10.487   33.430
 50.59   0.00  19.99  23.63  95.78  94.34    519   22.999    18   10.487   33.486
 50.59   0.00  73.95  23.63  95.78  94.34    519   22.999    18   10.487   33.486
  0.00  68.75  10.00  25.39  95.78  94.34    520   23.050    18   10.487   33.537
  0.00  68.75  35.99  25.39  95.78  94.34    520   23.050    18   10.487   33.537
  0.00  68.75  67.28  25.39  95.78  94.34    520   23.050    18   10.487   33.537
  9.27   0.00   8.00  27.73  95.78  94.34    521   23.081    18   10.487   33.568
  9.27   0.00  39.99  27.73  95.78  94.34    521   23.081    18   10.487   33.568
  9.27   0.00  87.97  27.73  95.78  94.34    521   23.081    18   10.487   33.568
  0.00  52.51  20.00  28.04  95.78  94.34    522   23.110    18   10.487   33.597
  0.00  52.51  69.99  28.04  95.78  94.34    522   23.110    18   10.487   33.597
 61.77   0.00  16.00  29.84  95.78  94.34    523   23.147    18   10.487   33.633
 61.77   0.00  69.99  29.84  95.78  94.34    523   23.147    18   10.487   33.633
  0.00  55.55  10.00  31.78  95.78  94.34    524   23.191    18   10.487   33.678
  0.00  55.55  54.00  31.78  95.78  94.34    524   23.191    18   10.487   33.678
 67.78   0.00   0.00  33.60  95.78  94.34    525   23.236    18   10.487   33.723
 67.78   0.00  48.00  33.60  95.78  94.34    525   23.236    18   10.487   33.723
 67.78   0.00  99.99  33.60  95.78  94.34    526   23.236    18   10.487   33.723
  0.00  59.08  40.00  35.68  95.78  94.34    526   23.282    18   10.487   33.769
  0.00  59.08  92.00  35.68  95.78  94.34    526   23.282    18   10.487   33.769
 62.11   0.00  28.67  37.50  95.78  94.34    527   23.341    18   10.487   33.828
 62.11   0.00  66.67  37.50  95.78  94.34    527   23.341    18   10.487   33.828
 62.11   0.00  85.17  37.50  95.78  94.34    527   23.341    18   10.487   33.828
  0.00  52.29  32.59  44.60  95.78  94.34    528   23.394    18   10.487   33.881
  0.00  52.29  60.58  44.60  95.78  94.34    528   23.394    18   10.487   33.881
 45.39   0.00   4.00  46.09  95.78  94.34    529   23.421    18   10.487   33.907
 45.39   0.00  54.00  46.09  95.78  94.34    529   23.421    18   10.487   33.907
  0.00  70.70   0.00  47.35  95.78  94.34    530   23.455    18   10.487   33.942
  0.00  70.70  40.00  47.35  95.78  94.34    530   23.455    18   10.487   33.942
  0.00  70.70  84.00  47.35  95.78  94.34    530   23.455    18   10.487   33.942
 68.58   0.00  18.00  49.35  95.78  94.34    531   23.514    18   10.487   34.001
 68.58   0.00  62.33  49.35  95.78  94.34    531   23.514    18   10.487   34.001
 68.58  30.00 100.00  49.88  95.78  94.34    532   23.514    18   10.487   34.001
  0.00  77.92  38.00  51.21  95.78  94.34    532   23.589    18   10.487   34.076
  0.00  77.92  82.00  51.21  95.78  94.34    532   23.589    18   10.487   34.076
 71.13   0.00  16.00  53.36  95.78  94.34    533   23.654    18   10.487   34.141
 71.13   0.00  60.00  53.36  95.78  94.34    533   23.654    18   10.487   34.141
 71.13  27.74 100.00  54.08  95.78  94.34    534   23.654    18   10.487   34.141
  0.00  69.43  38.00  55.21  95.78  94.34    534   23.731    18   10.487   34.218
  0.00  69.43  76.66  55.21  95.78  94.34    534   23.731    18   10.487   34.218
 99.95  69.43  94.92  56.79  95.78  94.34    535   23.731    18   10.487   34.218
 99.95   0.00  57.12  58.82  95.78  94.34    535   23.804    18   10.487   34.291
 99.95   0.00  86.89  58.82  95.78  94.34    535   23.804    18   10.487   34.291
  0.00  98.44  23.88  59.79  95.78  94.34    536   23.837    18   10.487   34.323
  0.00  98.44  67.67  59.79  95.78  94.34    536   23.837    18   10.487   34.323
 43.37   0.00   5.98  60.54  95.78  94.34    537   23.884    18   10.487   34.371
 43.37   0.00  52.01  60.54  95.78  94.34    537   23.884    18   10.487   34.371
 43.37  29.11 100.00  61.56  95.78  94.34    538   23.884    18   10.487   34.371
  0.00  99.52  47.90  62.30  95.78  94.34    538   23.947    18   10.487   34.434
  0.00  99.52  87.82  62.30  95.78  94.34    538   23.947    18   10.487   34.434
 52.42   0.00  31.96  64.04  95.78  94.34    539   23.994    18   10.487   34.481
 52.42   0.00  87.88  64.04  95.78  94.34    539   23.994    18   10.487   34.481
  0.00  46.81  29.97  66.08  95.78  94.34    540   24.039    18   10.487   34.525
  0.00  46.81  83.93  66.08  95.78  94.34    540   24.039    18   10.487   34.525
 48.17   0.00  25.99  67.83  95.78  94.34    541   24.097    18   10.487   34.584
 48.17   0.00  77.96  67.83  95.78  94.34    541   24.097    18   10.487   34.584
  0.00  50.46  13.99  69.58  95.78  94.34    542   24.155    18   10.487   34.642
  0.00  50.46  43.98  69.58  95.78  94.34    542   24.155    18   10.487   34.642
  0.00  50.46  57.41  69.58  95.78  94.34    542   24.155    18   10.487   34.642
  0.00  50.46  90.56  69.58  95.78  94.34    542   24.155    18   10.487   34.642
 32.22   0.00  22.89  75.83  95.78  94.34    543   24.207    18   10.487   34.694
 32.22   0.00  76.46  75.83  95.78  94.34    543   24.207    18   10.487   34.694
  0.00  42.78  21.89  76.91  95.78  94.34    544   24.233    18   10.487   34.720
  0.00  42.78  73.62  76.91  95.78  94.34    544   24.233    18   10.487   34.720
 60.85   0.00  15.95  78.31  95.78  94.34    545   24.270    18   10.487   34.757
 60.85   0.00  67.77  78.31  95.78  94.34    545   24.270    18   10.487   34.757
  0.00  56.39   0.00  80.25  95.78  94.34    546   24.347    18   10.487   34.833
  0.00  56.39  49.89  80.25  95.78  94.34    546   24.347    18   10.487   34.833
  0.37  56.39 100.00  80.26  95.78  94.34    547   24.347    18   10.487   34.833
 67.43   0.00  43.94  82.07  95.78  94.34    547   24.395    18   10.487   34.882
 67.43  26.19 100.00  83.16  95.78  94.34    548   24.395    18   10.487   34.882
  0.00  59.23  47.96  84.17  95.78  94.34    548   24.443    18   10.487   34.930
  0.00  59.23  97.91  84.17  95.78  94.34    548   24.443    18   10.487   34.930
 62.82   0.00  37.98  85.99  95.78  94.34    549   24.498    18   10.487   34.985
 62.82   0.00  79.95  85.99  95.78  94.34    549   24.498    18   10.487   34.985
 62.82   0.00  98.45  85.99  95.78  94.34    549   24.498    18   10.487   34.985
  0.00 100.00  23.98  89.37  95.82  94.34    550   24.572    18   10.487   35.059
  0.00 100.00  66.50  89.37  95.82  94.34    550   24.572    18   10.487   35.059
 27.52   0.00   9.96  90.53  95.82  94.34    551   24.597    18   10.487   35.084
 27.52   0.00  65.75  90.53  95.82  94.34    551   24.597    18   10.487   35.084
  0.00  40.60  13.97  91.38  95.82  94.34    552   24.628    18   10.487   35.115
  0.00  40.60  67.83  91.38  95.82  94.34    552   24.628    18   10.487   35.115
 49.51   0.00  13.98  93.11  95.82  94.34    553   24.669    18   10.487   35.156
 49.51   0.00  69.89  93.11  95.82  94.34    553   24.669    18   10.487   35.156
  0.00  49.22  11.99  94.83  95.82  94.34    554   24.714    18   10.487   35.201
  0.00  49.22  65.93  94.83  95.82  94.34    554   24.714    18   10.487   35.201
 48.65   0.00   0.00  96.85  95.82  94.34    555   24.760    19   10.487   35.247
 48.65   0.00   0.00  96.85  95.82  94.34    555   24.760    19   10.487   35.247
  0.00   0.00   9.99   8.12  95.82  94.34    555   24.760    19   10.994   35.754
  0.00   0.00  65.96   8.12  95.82  94.34    555   24.760    19   10.994   35.754
  0.00  45.97  11.99   8.12  95.82  94.34    556   24.790    19   10.994   35.784
  0.00  45.97  67.97   8.12  95.82  94.34    556   24.790    19   10.994   35.784
 52.54   0.00   8.69   9.88  95.82  94.34    557   24.840    19   10.994   35.834
 52.54   0.00  45.37   9.88  95.82  94.34    557   24.840    19   10.994   35.834
 52.54   0.00  66.67   9.88  95.82  94.34    557   24.840    19   10.994   35.834
  0.00  31.25  23.05  16.10  95.82  94.34    558   24.884    19   10.994   35.878
  0.00  31.25  62.76  16.10  95.82  94.34    558   24.884    19   10.994   35.878
 42.44   0.00   7.96  17.19  95.82  94.34    559   24.907    19   10.994   35.901
 42.44   0.00  61.68  17.19  95.82  94.34    559   24.907    19   10.994   35.901
  0.00  55.79   5.98  18.58  95.82  94.34    560   24.940    19   10.994   35.935
  0.00  55.79  57.81  18.58  95.82  94.34    560   24.940    19   10.994   35.935
 56.61   0.00   2.00  20.52  95.82  94.34    561   24.982    19   10.994   35.976
 56.61   0.00  52.23  20.52  95.82  94.34    561   24.982    19   10.994   35.976
  0.00  64.91   0.00  22.33  95.82  94.34    562   25.026    19   10.994   36.020
  0.00  64.91  49.93  22.33  95.82  94.34    562   25.026    19   10.994   36.020
  6.18  64.91 100.00  22.52  95.82  94.34    563   25.026    19   10.994   36.020
 60.73   0.00  43.96  24.42  95.82  94.34    563   25.071    19   10.994   36.065
 60.73   0.00  97.91  24.42  95.82  94.34    564   25.071    19   10.994   36.065
  0.00  59.94  35.98  26.23  95.82  94.34    564   25.132    19   10.994   36.126
  0.00  59.94  82.62  26.23  95.82  94.34    564   25.132    19   10.994   36.126
100.00  59.94  98.32  28.17  95.82  94.34    565   25.132    19   10.994   36.126
100.00   0.00  60.51  28.92  95.82  94.34    565   25.201    19   10.994   36.195
100.00   0.00  94.49  28.92  95.82  94.34    565   25.201    19   10.994   36.195
  0.00  96.72  31.99  30.59  95.82  94.34    566   25.227    19   10.994   36.221
  0.00  96.72  85.97  30.59  95.82  94.34    566   25.227    19   10.994   36.221
 42.36   0.00  33.99  31.26  95.82  94.34    567   25.253    19   10.994   36.247
 42.36   0.00  89.98  31.26  95.82  94.34    567   25.253    19   10.994   36.247
  0.00  99.28  36.00  33.01  95.82  94.34    568   25.291    19   10.994   36.286
  0.00  99.28  87.99  33.01  95.82  94.34    568   25.291    19   10.994   36.286
 51.22   0.00  32.00  34.75  95.82  94.34    569   25.335    19   10.994   36.329
 51.22   0.00  87.99  34.75  95.82  94.34    569   25.335    19   10.994   36.329
  0.00  46.24  32.00  36.78  95.82  94.34    570   25.377    19   10.994   36.371
  0.00  46.24  86.00  36.78  95.82  94.34    570   25.377    19   10.994   36.371
 47.56   0.00  30.00  38.53  95.82  94.34    571   25.427    19   10.994   36.421
 47.56   0.00  82.00  38.53  95.82  94.34    571   25.427    19   10.994   36.421
  0.00  50.33  20.00  40.27  95.82  94.34    572   25.479    19   10.994   36.473
  0.00  50.33  52.69  40.27  95.82  94.34    572   25.479    19   10.994   36.473
  0.00  50.33  84.45  40.27  95.82  94.34    572   25.479    19   10.994   36.473
 35.41   0.00  22.91  46.51  95.82  94.34    573   25.525    19   10.994   36.520
 35.41   0.00  68.58  46.51  95.82  94.34    573   25.525    19   10.994   36.520
  0.00  42.84  13.93  47.70  95.82  94.34    574   25.551    19   10.994   36.546
  0.00  42.84  65.69  47.70  95.82  94.34    574   25.551    19   10.994   36.546
 60.92   0.00   9.97  49.10  95.82  94.34    575   25.587    19   10.994   36.582
 60.92   0.00  63.80  49.10  95.82  94.34    575   25.587    19   10.994   36.582
  0.00  56.39   5.99  51.04  95.82  94.34    576   25.630    19   10.994   36.625
  0.00  56.39  57.88  51.04  95.82  94.34    576   25.630    19   10.994   36.625
 68.15   0.00   0.00  52.87  95.82  94.34    577   25.676    19   10.994   36.671
 68.15   0.00  51.93  52.87  95.82  94.34    577   25.676    19   10.994   36.671
 68.15  12.80 100.00  53.25  95.82  94.34    578   25.676    19   10.994   36.671
  0.00  59.94  45.96  54.96  95.82  94.34    578   25.723    19   10.994   36.717
 35.88  59.94 100.00  56.01  95.82  94.34    579   25.723    19   10.994   36.717
 63.62   0.00  35.98  56.78  95.82  94.34    579   25.776    19   10.994   36.771
 63.62   0.00  79.96  56.78  95.82  94.34    579   25.776    19   10.994   36.771
 63.62  89.34 100.00  57.28  95.82  94.34    580   25.776    19   10.994   36.771
  0.00  99.96  54.49  60.17  95.82  94.34    580   25.852    19   10.994   36.847
  0.00  99.96  84.31  60.17  95.82  94.34    580   25.852    19   10.994   36.847
 28.23   0.00  31.88  61.32  95.82  94.34    581   25.877    19   10.994   36.871
 28.23   0.00  87.67  61.32  95.82  94.34    581   25.877    19   10.994   36.871
  0.00  41.04  34.09  62.18  95.82  94.34    582   25.907    19   10.994   36.901
  0.00  41.04  89.96  62.18  95.82  94.34    582   25.907    19   10.994   36.901
 50.18   0.00  35.94  63.91  95.82  94.34    583   25.947    19   10.994   36.941
 50.18   0.00  77.88  63.91  95.82  94.34    583   25.947    19   10.994   36.941
  0.00  49.72  21.98  65.63  95.82  94.34    584   25.991    19   10.994   36.985
  0.00  49.72  75.92  65.63  95.82  94.34    584   25.991    19   10.994   36.985
 49.15   0.00  19.99  67.65  95.82  94.34    585   26.035    19   10.994   37.029
 49.15   0.00  75.95  67.65  95.82  94.34    585   26.035    19   10.994   37.029
  0.00  46.48  15.99  69.38  95.82  94.34    586   26.093    19   10.994   37.087
  0.00  46.48  69.97  69.38  95.82  94.34    586   26.093    19   10.994   37.087
 52.68   0.00  10.00  71.14  95.82  94.34    587   26.152    19   10.994   37.146
 52.68   0.00  45.99  71.14  95.82  94.34    587   26.152    19   10.994   37.146
 52.68   0.00  78.00  71.14  95.82  94.34    587   26.152    19   10.994   37.146
  0.00  30.70  23.04  77.37  95.83  94.34    588   26.202    19   10.994   37.196
  0.00  30.70  66.69  77.37  95.83  94.34    588   26.202    19   10.994   37.196
 42.44   0.00  11.94  78.44  95.84  94.34    589   26.228    19   10.994   37.223
 42.44   0.00  65.66  78.44  95.84  94.34    589   26.228    19   10.994   37.223
  0.00  55.86   7.97  79.83  95.84  94.34    590   26.267    19   10.994   37.262
  0.00  55.86  61.79  79.83  95.84  94.34    590   26.267    19   10.994   37.262
 57.94   0.00   5.99  81.77  95.84  94.34    591   26.309    19   10.994   37.304
 57.94   0.00  55.88  81.77  95.84  94.34    591   26.309    19   10.994   37.304
  0.00  65.73   0.00  83.58  95.84  94.34    592   26.357    19   10.994   37.352
  0.00  65.73  51.93  83.58  95.84  94.34    592   26.357    19   10.994   37.352
 12.14  65.73 100.00  83.96  95.84  94.34    593   26.357    19   10.994   37.352
 62.26   0.00  45.96  85.67  95.84  94.34    593   26.405    19   10.994   37.400
 62.26   0.00  97.91  85.67  95.84  94.34    594   26.405    19   10.994   37.400
  0.00  59.94  37.98  87.48  95.84  94.34    594   26.463    19   10.994   37.457
  0.00  59.94  80.62  87.48  95.84  94.34    594   26.463    19   10.994   37.457
100.00  59.94  98.50  89.42  95.84  94.34    595   26.463    19   10.994   37.457
100.00   0.00  49.68  90.17  95.84  94.34    595   26.542    19   10.994   37.536
100.00   0.00  94.16  90.17  95.84  94.34    595   26.542    19   10.994   37.536
  0.00  96.72  41.76  91.86  95.84  94.34    596   26.571    19   10.994   37.566
  0.00  96.72  95.44  91.86  95.84  94.34    596   26.571    19   10.994   37.566
 42.41   0.00  41.84  92.54  95.84  94.34    597   26.602    19   10.994   37.597
 42.41   0.00  97.63  92.54  95.84  94.34    597   26.602    19   10.994   37.597
  0.00  99.28  31.92  94.29  95.84  94.34    598   26.644    19   10.994   37.639
  0.00  99.28  85.79  94.29  95.84  94.34    598   26.644    19   10.994   37.639
 51.33   0.00  27.96  96.03  95.84  94.34    599   26.693    19   10.994   37.687
 51.33   0.00  81.87  96.03  95.84  94.34    599   26.693    19   10.994   37.687
  0.00  46.36   0.00  98.07  95.84  94.34    600   26.742    20   10.994   37.736
  0.00  46.36   0.00  98.07  95.84  94.34    600   26.742    20   10.994   37.736
  0.00   0.00  23.98   8.02  95.84  94.34    600   26.742    20   11.507   38.249
  0.00   0.00  77.92   8.02  95.84  94.34    600   26.742    20   11.507   38.249
 48.04   0.00  25.98   8.02  95.84  94.34    601   26.770    20   11.507   38.278
 48.04   0.00  79.95   8.02  95.84  94.34    601   26.770    20   11.507   38.278
  0.00  50.33  15.99   9.77  95.84  94.34    602   26.818    20   11.507   38.326
  0.00  50.33  51.98   9.77  95.84  94.34    602   26.818    20   11.507   38.326
  0.00  50.33  84.09   9.77  95.84  94.34    602   26.818    20   11.507   38.326
 35.21   0.00  22.89  16.01  95.84  94.34    603   26.863    20   11.507   38.371
 35.21   0.00  68.55  16.01  95.84  94.34    603   26.863    20   11.507   38.371
  0.00  42.84  13.93  17.19  95.84  94.34    604   26.887    20   11.507   38.395
  0.00  42.84  65.68  17.19  95.84  94.34    604   26.887    20   11.507   38.395
 60.85   0.00   9.97  18.59  95.84  94.34    605   26.921    20   11.507   38.428
 60.85   0.00  63.79  18.59  95.84  94.34    605   26.921    20   11.507   38.428
  0.00  56.46   5.99  20.54  95.84  94.34    606   26.960    20   11.507   38.468
  0.00  56.46  57.88  20.54  95.84  94.34    606   26.960    20   11.507   38.468
 68.15   0.00   2.00  22.36  95.84  94.34    607   27.006    20   11.507   38.513
 68.15   0.00  53.93  22.36  95.84  94.34    607   27.006    20   11.507   38.513
  0.00  59.79   0.00  24.45  95.84  94.34    608   27.051    20   11.507   38.558
  0.00  59.79  47.96  24.45  95.84  94.34    608   27.051    20   11.507   38.558
  0.00  59.79  97.91  24.45  95.84  94.34    609   27.051    20   11.507   38.558
 63.62   0.00  35.98  26.28  95.84  94.34    609   27.109    20   11.507   38.616
 63.62   0.00  79.95  26.28  95.84  94.34    609   27.109    20   11.507   38.616
 63.62  97.51  99.69  27.00  95.84  94.34    610   27.109    20   11.507   38.616
  0.00 100.00  54.48  29.66  95.84  94.34    610   27.180    20   11.507   38.687
  0.00 100.00  86.24  29.66  95.84  94.34    610   27.180    20   11.507   38.687
 28.16   0.00  33.84  30.81  95.84  94.34    611   27.203    20   11.507   38.711
 28.16   0.00  89.57  30.81  95.84  94.34    611   27.203    20   11.507   38.711
  0.00  40.99  26.10  31.66  95.84  94.34    612   27.231    20   11.507   38.738
  0.00  40.99  81.92  31.66  95.84  94.34    612   27.231    20   11.507   38.738
 50.12   0.00  27.94  33.39  95.84  94.34    613   27.270    20   11.507   38.778
 50.12   0.00  80.19  33.39  95.84  94.34    613   27.270    20   11.507   38.778
  0.00  49.66  25.97  35.12  95.84  94.34    614   27.312    20   11.507   38.820
  0.00  49.66  81.89  35.12  95.84  94.34    614   27.312    20   11.507   38.820
 49.15   0.00  25.98  37.14  95.84  94.34    615   27.355    20   11.507   38.862
 49.15   0.00  79.93  37.14  95.84  94.34    615   27.355    20   11.507   38.862
  0.00  46.54  21.99  38.87  95.84  94.34    616   27.405    20   11.507   38.912
  0.00  46.54  77.96  38.87  95.84  94.34    616   27.405    20   11.507   38.912
 52.68   0.00  13.99  40.63  95.84  94.34    617   27.457    20   11.507   38.965
 52.68   0.00  47.98  40.63  95.84  94.34    617   27.457    20   11.507   38.965
 52.68   0.00  77.99  40.63  95.84  94.34    617   27.457    20   11.507   38.965
  0.00  30.73  23.04  46.85  95.84  94.34    618   27.502    20   11.507   39.009
  0.00  30.73  72.66  46.85  95.84  94.34    618   27.502    20   11.507   39.009
 42.44   0.00  17.91  47.93  95.84  94.34    619   27.527    20   11.507   39.034
 42.44   0.00  71.63  47.93  95.84  94.34    619   27.527    20   11.507   39.034
  0.00  55.79  13.95  49.32  95.84  94.34    620   27.563    20   11.507   39.070
  0.00  55.79  67.77  49.32  95.84  94.34    620   27.563    20   11.507   39.070
 57.87   0.00  13.97  51.26  95.84  94.34    621   27.603    20   11.507   39.110
 57.87   0.00  64.20  51.26  95.84  94.34    621   27.603    20   11.507   39.110
  0.00  65.73   7.99  53.07  95.84  94.34    622   27.648    20   11.507   39.155
  0.00  65.73  59.91  53.07  95.84  94.34    622   27.648    20   11.507   39.155
 62.26   0.00   2.00  55.16  95.84  94.34    623   27.693    20   11.507   39.201
 62.26   0.00  53.95  55.16  95.84  94.34    623   27.693    20   11.507   39.201
 62.26  31.70 100.00  56.09  95.84  94.34    624   27.693    20   11.507   39.201
  0.00  59.86  45.97  56.96  95.84  94.34    624   27.754    20   11.507   39.262
  0.00  59.86  86.62  56.96  95.84  94.34    624   27.754    20   11.507   39.262
 99.96   0.00   0.00  59.66  95.84  94.34    625   27.824    20   11.507   39.331
 99.96   0.00  60.46  59.66  95.84  94.34    625   27.824    20   11.507   39.331
