  S0     S1     E      O      M     CCS    YGC     YGCT    FGC    FGCT     GCT   
  0.00  43.15  85.53  44.96  95.52  94.34    179    7.954     8    4.139   12.094
 52.08   0.00  29.89  47.47  95.52  94.34    180    7.994     8    4.139   12.133
 52.08   0.00  84.05  47.47  95.52  94.34    180    7.994     8    4.139   12.133
  0.00  51.93  25.94  49.97  95.52  94.34    181    8.036     8    4.139   12.175
  0.00  51.93  79.81  49.97  95.52  94.34    181    8.036     8    4.139   12.175
 51.21   0.00  23.96  52.89  95.52  94.34    182    8.079     8    4.139   12.219
 51.21   0.00  75.89  52.89  95.52  94.34    182    8.079     8    4.139   12.219
  0.00  48.67  17.98  55.39  95.52  94.34    183    8.131     8    4.139   12.271
  0.00  48.67  69.93  55.39  95.52  94.34    183    8.131     8    4.139   12.271
 54.14   0.00   8.68  57.92  95.52  94.34    184    8.182     8    4.139   12.322
 54.14   0.00  41.34  57.92  95.52  94.34    184    8.182     8    4.139   12.322
 54.14   0.00  62.56  57.92  95.52  94.34    184    8.182     8    4.139   12.322
  0.00  31.42   0.00  66.88  95.52  94.34    185    8.229     8    4.139   12.368
  0.00  31.42  40.22  66.88  95.52  94.34    185    8.229     8    4.139   12.368
  0.00  31.42  91.84  66.88  95.52  94.34    185    8.229     8    4.139   12.368
 52.26   0.00  37.82  68.40  95.52  94.34    186    8.256     8    4.139   12.395
 52.26   0.00  89.74  68.40  95.52  94.34    186    8.256     8    4.139   12.395
  0.00  59.38  33.89  70.68  95.52  94.34    187    8.292     8    4.139   12.431
  0.00  59.38  87.72  70.68  95.52  94.34    187    8.292     8    4.139   12.431
 61.19   0.00  27.94  73.49  95.52  94.34    188    8.334     8    4.139   12.473
 61.19   0.00  79.84  73.49  95.52  94.34    188    8.334     8    4.139   12.473
  0.00  68.45  21.97  76.10  95.52  94.34    189    8.379     8    4.139   12.519
  0.00  68.45  73.90  76.10  95.52  94.34    189    8.379     8    4.139   12.519
 65.13   0.00  15.99  79.12  95.52  94.34    190    8.428     8    4.139   12.568
 65.13   0.00  67.94  79.12  95.52  94.34    190    8.428     8    4.139   12.568
  0.00  62.42   6.00  81.72  95.52  94.34    191    8.491     8    4.139   12.631
  0.00  62.42  53.97  81.72  95.52  94.34    191    8.491     8    4.139   12.631
  0.00  62.42  77.96  81.72  95.52  94.34    191    8.491     8    4.139   12.631
 63.98  62.42  96.09  87.34  95.52  94.34    192    8.491     8    4.139   12.631
 99.96   0.00  50.19  88.16  95.52  94.34    192    8.565     8    4.139   12.705
  0.00  97.13   0.00  90.55  95.52  94.34    193    8.595     8    4.139   12.735
  0.00  97.13  49.75  90.55  95.52  94.34    193    8.595     8    4.139   12.735
 36.93   0.00   0.00  91.77  95.52  94.34    194    8.626     8    4.139   12.766
 36.93   0.00  53.82  91.77  95.52  94.34    194    8.626     8    4.139   12.766
  0.00  98.90   0.00  94.21  95.52  94.34    195    8.669     9    4.139   12.809
  0.00  98.90   0.00  94.21  95.52  94.34    195    8.669     9    4.139   12.809
  0.00   0.00  47.90   6.63  95.52  94.34    195    8.669     9    4.430   13.099
  0.56   0.00 100.00   6.63  95.52  94.34    196    8.669     9    4.430   13.099
 44.52   0.00  51.93   6.63  95.52  94.34    196    8.696     9    4.430   13.126
  0.00  40.14   0.00   9.56  95.52  94.34    197    8.739     9    4.430   13.169
  0.00  40.14  51.95   9.56  95.52  94.34    197    8.739     9    4.430   13.169
 21.40  40.14 100.00  10.88  95.52  94.34    198    8.739     9    4.430   13.169
 41.15   0.00  49.97  12.09  95.52  94.34    198    8.789     9    4.430   13.218
 41.15   9.86 100.00  12.63  95.52  94.34    199    8.789     9    4.430   13.218
  0.00  43.29  40.69  14.60  95.52  94.34    199    8.838     9    4.430   13.268
  0.00  43.29  62.68  14.60  95.52  94.34    199    8.838     9    4.430   13.268
  0.00  43.29  92.96  14.60  95.52  94.34    200    8.838     9    4.430   13.268
 33.16   0.00  43.93  24.94  95.56  94.34    200    8.886     9    4.430   13.315
 33.16   0.00  95.53  24.94  95.56  94.34    201    8.886     9    4.430   13.315
  0.00  31.94  43.78  26.81  95.56  94.34    201    8.908     9    4.430   13.338
 30.52  31.94 100.00  27.80  95.56  94.34    202    8.908     9    4.430   13.338
 54.04   0.00  51.83  28.55  95.56  94.34    202    8.939     9    4.430   13.369
 54.04  24.81 100.00  30.10  95.56  94.34    203    8.939     9    4.430   13.369
  0.00  49.68  49.89  31.36  95.56  94.34    203    8.977     9    4.430   13.407
  1.13  49.68 100.00  31.42  95.56  94.34    204    8.977     9    4.430   13.407
 62.64   0.00  43.94  34.00  95.56  94.34    204    9.020     9    4.430   13.450
 62.64  35.78 100.00  36.18  95.56  94.34    205    9.020     9    4.430   13.450
  0.00  53.78  49.96  37.05  95.56  94.34    205    9.066     9    4.430   13.495
  8.31  53.78 100.00  37.43  95.56  94.34    206    9.066     9    4.430   13.495
 58.18   0.00  41.98  39.70  95.56  94.34    206    9.125     9    4.430   13.554
 58.18   0.00  87.95  39.70  95.56  94.34    206    9.125     9    4.430   13.554
  0.00  93.20  12.00  42.35  95.56  94.34    207    9.182     9    4.430   13.612
  0.00  93.20  43.14  42.35  95.56  94.34    207    9.182     9    4.430   13.612
  0.00  93.20  84.05  42.35  95.56  94.34    207    9.182     9    4.430   13.612
 13.69   0.00  29.99  45.70  95.56  94.34    208    9.211     9    4.430   13.641
 13.69   0.00  79.97  45.70  95.56  94.34    208    9.211     9    4.430   13.641
  0.00  98.56  27.99  46.35  95.56  94.34    209    9.237     9    4.430   13.666
  0.00  98.56  79.98  46.35  95.56  94.34    209    9.237     9    4.430   13.666
 58.45   0.00  24.00  49.02  95.56  94.34    210    9.275     9    4.430   13.705
 58.45   0.00  75.99  49.02  95.56  94.34    210    9.275     9    4.430   13.705
  0.00  65.13  16.00  51.69  95.56  94.34    211    9.322     9    4.430   13.752
  0.00  65.13  67.99  51.69  95.56  94.34    211    9.322     9    4.430   13.752
 58.16   0.00  12.00  54.79  95.56  94.34    212    9.366     9    4.430   13.796
 58.16   0.00  62.00  54.79  95.56  94.34    212    9.366     9    4.430   13.796
  0.00  59.08   2.00  57.47  95.56  94.34    213    9.427     9    4.430   13.856
  0.00  59.08  54.00  57.47  95.56  94.34    213    9.427     9    4.430   13.856
 15.66  59.08 100.00  58.13  95.56  94.34    214    9.427     9    4.430   13.856
 62.74   0.00  36.00  60.15  95.56  94.34    214    9.487     9    4.430   13.917
 62.74   0.00  54.13  60.15  95.56  94.34    214    9.487     9    4.430   13.917
 62.74   2.32  96.53  60.52  95.56  94.34    215    9.487     9    4.430   13.917
  0.00  36.82  34.02  69.45  95.56  94.34    215    9.533     9    4.430   13.962
  0.00  36.82  85.64  69.45  95.56  94.34    215    9.533     9    4.430   13.962
 62.96   0.00  29.86  71.00  95.56  94.34    216    9.560     9    4.430   13.990
 62.96   0.00  79.78  71.00  95.56  94.34    216    9.560     9    4.430   13.990
  0.00  71.79  21.93  73.41  95.56  94.34    217    9.598     9    4.430   14.028
  0.00  71.79  73.77  73.41  95.56  94.34    217    9.598     9    4.430   14.028
 70.49   0.00  15.97  76.37  95.56  94.34    218    9.641     9    4.430   14.071
 70.49   0.00  65.87  76.37  95.56  94.34    218    9.641     9    4.430   14.071
  0.00  79.14   5.99  79.12  95.56  94.34    219    9.688     9    4.430   14.118
  0.00  79.14  55.93  79.12  95.56  94.34    219    9.688     9    4.430   14.118
 38.33  79.14 100.00  81.10  95.56  94.34    220    9.688     9    4.430   14.118
 70.14   0.00  47.96  82.29  95.56  94.34    220    9.736     9    4.430   14.166
 70.14   0.00  97.92  82.29  95.56  94.34    221    9.736     9    4.430   14.166
  0.00  69.43  32.64  85.03  95.56  94.34    221    9.799     9    4.430   14.228
  0.00  69.43  64.62  85.03  95.56  94.34    221    9.799     9    4.430   14.228
  0.00  69.43  94.08  85.03  95.56  94.34    221    9.799     9    4.430   14.228
 55.81   0.00   0.00  95.56  95.57  94.34    222    9.852    10    4.430   14.282
 55.81   0.00   0.00  95.56  95.57  94.34    222    9.852    10    4.430   14.282
 55.81   0.00   0.00  95.56  95.57  94.34    222    9.852    10    4.430   14.282
  0.00   0.00  32.04  20.34  95.57  94.34    222    9.852    10    5.266   15.118
  0.00   0.00  67.77  20.34  95.57  94.34    222    9.852    10    5.266   15.118
  0.00  51.19  11.94  30.63  95.57  94.34    223    9.884    10    5.266   15.151
  0.00  51.19  61.69  30.63  95.57  94.34    223    9.884    10    5.266   15.151
 77.55   0.00   0.00  32.11  95.57  94.34    224    9.918    10    5.266   15.184
 77.55   0.00  45.85  32.11  95.57  94.34    224    9.918    10    5.266   15.184
 77.55  50.09 100.00  33.76  95.57  94.34    225    9.918    10    5.266   15.184
  0.00  98.92  47.90  34.43  95.57  94.34    225    9.957    10    5.266   15.223
  0.00  98.92  97.79  34.43  95.57  94.34    225    9.957    10    5.266   15.223
 84.29   0.00  39.94  36.60  95.57  94.34    226   10.001    10    5.266   15.267
 84.29   0.00  89.88  36.60  95.57  94.34    226   10.001    10    5.266   15.267
  0.00  70.75  19.98  39.08  95.57  94.34    227   10.047    10    5.266   15.313
  0.00  70.75  69.94  39.08  95.57  94.34    227   10.047    10    5.266   15.313
 77.18   0.00   2.00  41.23  95.57  94.34    228   10.128    10    5.266   15.394
 77.18   0.00  46.63  41.23  95.57  94.34    228   10.128    10    5.266   15.394
 77.18   0.00  78.61  41.23  95.57  94.34    228   10.128    10    5.266   15.394
 77.18  47.10  95.64  44.83  95.57  94.34    229   10.128    10    5.266   15.394
  0.00 100.00  45.73  46.89  95.57  94.34    229   10.197    10    5.266   15.464
  0.00 100.00  87.41  46.89  95.57  94.34    229   10.197    10    5.266   15.464
 39.32   0.00  35.82  48.79  95.57  94.34    230   10.224    10    5.266   15.491
 39.32   0.00  91.54  48.79  95.57  94.34    230   10.224    10    5.266   15.491
  0.00  39.84  37.88  49.97  95.57  94.34    231   10.253    10    5.266   15.519
  0.00  39.84  89.71  49.97  95.57  94.34    231   10.253    10    5.266   15.519
 47.55   0.00  31.93  51.95  95.57  94.34    232   10.291    10    5.266   15.558
 47.55   0.00  86.17  51.95  95.57  94.34    232   10.291    10    5.266   15.558
  0.00  47.72  31.96  53.93  95.57  94.34    233   10.334    10    5.266   15.600
  0.00  47.72  85.88  53.93  95.57  94.34    233   10.334    10    5.266   15.600
 46.41   0.00  29.97  56.24  95.57  94.34    234   10.376    10    5.266   15.642
 46.41   0.00  83.93  56.24  95.57  94.34    234   10.376    10    5.266   15.642
  0.00  44.45  27.98  58.22  95.57  94.34    235   10.425    10    5.266   15.692
  0.00  44.45  79.95  58.22  95.57  94.34    235   10.425    10    5.266   15.692
 59.41   0.00  16.69  60.22  95.57  94.34    236   10.479    10    5.266   15.746
 59.41   0.00  43.37  60.22  95.57  94.34    236   10.479    10    5.266   15.746
 59.41   0.00  73.55  60.22  95.57  94.34    236   10.479    10    5.266   15.746
  0.00  18.66  18.54  67.69  95.57  94.34    237   10.528    10    5.266   15.794
  0.00  18.66  70.14  67.69  95.57  94.34    237   10.528    10    5.266   15.794
 46.58   0.00  15.92  68.47  95.57  94.34    238   10.553    10    5.266   15.819
 46.58   0.00  69.65  68.47  95.57  94.34    238   10.553    10    5.266   15.819
  0.00  53.83  13.95  70.27  95.57  94.34    239   10.589    10    5.266   15.855
  0.00  53.83  67.78  70.27  95.57  94.34    239   10.589    10    5.266   15.855
 54.37   0.00  11.97  72.49  95.57  94.34    240   10.629    10    5.266   15.895
 54.37   0.00  61.87  72.49  95.57  94.34    240   10.629    10    5.266   15.895
  0.00  62.50   5.99  74.55  95.57  94.34    241   10.675    10    5.266   15.941
  0.00  62.50  59.92  74.55  95.57  94.34    241   10.675    10    5.266   15.941
 58.26   0.00   0.00  76.95  95.57  94.34    242   10.723    10    5.266   15.990
 58.26   0.00  53.95  76.95  95.57  94.34    242   10.723    10    5.266   15.990
 58.26  20.86 100.00  77.69  95.57  94.34    243   10.723    10    5.266   15.990
  0.00  57.56  45.97  79.01  95.57  94.34    243   10.778    10    5.266   16.044
  0.00  57.56  82.63  79.01  95.57  94.34    243   10.778    10    5.266   16.044
 97.25  57.56  96.80  80.06  95.57  94.34    244   10.778    10    5.266   16.044
 99.96   0.00  58.03  82.59  95.59  94.34    244   10.855    10    5.266   16.121
 99.96   0.00  91.77  82.59  95.59  94.34    244   10.855    10    5.266   16.121
  0.00  98.07  39.85  84.06  95.59  94.34    245   10.882    10    5.266   16.149
 34.02   0.00   0.00  84.89  95.59  94.34    246   10.912    10    5.266   16.178
 39.47   0.00  54.00  84.89  95.59  94.34    246   10.912    10    5.266   16.178
 39.47  41.44 100.00  86.79  95.59  94.34    247   10.912    10    5.266   16.178
  0.00  98.20  55.88  86.87  95.59  94.34    247   10.957    10    5.266   16.223
 33.39  98.20 100.00  88.17  95.59  94.34    248   10.957    10    5.266   16.223
 48.08   0.00  53.93  88.85  95.59  94.34    248   11.003    10    5.266   16.270
 48.08  26.26 100.00  90.37  95.59  94.34    249   11.003    10    5.266   16.270
  0.00  43.18  51.95  91.16  95.59  94.34    249   11.052    10    5.266   16.318
 14.62  43.18 100.00  91.82  95.59  94.34    250   11.052    10    5.266   16.318
 44.34   0.00  47.97  93.15  95.59  94.34    250   11.108    10    5.266   16.374
 44.34   0.00  99.94  93.15  95.59  94.34    251   11.108    10    5.266   16.374
  0.00  46.88  36.68  95.13  95.59  94.34    251   11.166    10    5.266   16.432
  0.00  46.88  61.37  95.13  95.59  94.34    251   11.166    10    5.266   16.432
  4.36  46.88  91.72  90.10  95.59  94.34    252   11.166    10    5.266   16.432
 35.32   0.00   0.00  97.27  95.59  94.34    252   11.227    11    5.266   16.493
 35.32   0.00   0.00  97.27  95.59  94.34    252   11.227    11    5.266   16.493
 35.32   0.00   0.00  97.27  95.59  94.34    252   11.227    11    5.266   16.493
  0.00   0.00  33.65  19.33  95.59  94.34    252   11.227    11    6.098   17.325
  0.00   0.00  81.28  19.33  95.59  94.34    252   11.227    11    6.098   17.325
  0.00  34.41  27.86  29.11  95.59  94.34    253   11.259    11    6.098   17.357
  0.00  34.41  81.58  29.11  95.59  94.34    253   11.259    11    6.098   17.357
 57.69   0.00  23.92  30.42  95.59  94.34    254   11.291    11    6.098   17.389
 57.69   0.00  77.74  30.42  95.59  94.34    254   11.291    11    6.098   17.389
  0.00  52.89  21.95  32.52  95.59  94.34    255   11.328    11    6.098   17.427
  0.00  52.89  74.18  32.52  95.59  94.34    255   11.328    11    6.098   17.427
 65.37   0.00   5.99  34.49  95.59  94.34    256   11.372    11    6.098   17.470
 65.37   0.00  57.92  34.49  95.59  94.34    256   11.372    11    6.098   17.470
  0.00  56.68   2.00  36.76  95.59  94.34    257   11.416    11    6.098   17.514
  0.00  56.68  53.95  36.76  95.59  94.34    257   11.416    11    6.098   17.514
 60.96   0.00   0.00  38.74  95.59  94.34    258   11.475    11    6.098   17.573
 60.96   0.00  43.97  38.74  95.59  94.34    258   11.475    11    6.098   17.573
 60.96   0.00  89.96  38.74  95.59  94.34    258   11.475    11    6.098   17.573
  0.00  99.96   6.00  41.00  95.59  94.34    259   11.542    11    6.098   17.640
  0.00  99.96  37.85  41.00  95.59  94.34    259   11.542    11    6.098   17.640
  0.00  99.96  90.56  41.00  95.59  94.34    259   11.542    11    6.098   17.640
 18.61   0.00  37.99  43.32  95.59  94.34    260   11.571    11    6.098   17.669
 18.61   0.00  89.98  43.32  95.59  94.34    260   11.571    11    6.098   17.669
  0.00  44.08  37.99  43.97  95.59  94.34    261   11.596    11    6.098   17.695
  0.00  44.08  91.98  43.97  95.59  94.34    261   11.596    11    6.098   17.695
 55.65   0.00  38.00  45.88  95.59  94.34    262   11.634    11    6.098   17.732
 55.65   0.00  89.99  45.88  95.59  94.34    262   11.634    11    6.098   17.732
  0.00  54.13  34.00  47.79  95.59  94.34    263   11.675    11    6.098   17.774
  0.00  54.13  87.99  47.79  95.59  94.34    263   11.675    11    6.098   17.774
 53.79   0.00  30.00  50.02  95.59  94.34    264   11.719    11    6.098   17.818
 53.79   0.00  84.00  50.02  95.59  94.34    264   11.719    11    6.098   17.818
  0.00  50.52  26.00  51.94  95.59  94.34    265   11.777    11    6.098   17.875
  0.00  50.52  78.00  51.94  95.59  94.34    265   11.777    11    6.098   17.875
 58.43   0.00  16.00  53.88  95.59  94.34    266   11.836    11    6.098   17.934
 58.43   0.00  54.00  53.88  95.59  94.34    266   11.836    11    6.098   17.934
 58.43   0.00  72.90  53.88  95.59  94.34    266   11.836    11    6.098   17.934
  0.00  37.95  22.77  60.71  95.59  94.34    267   11.884    11    6.098   17.982
  0.00  37.95  62.48  60.71  95.59  94.34    267   11.884    11    6.098   17.982
 47.17   0.00   7.96  62.04  95.59  94.34    268   11.909    11    6.098   18.008
 47.17   0.00  61.71  62.04  95.59  94.34    268   11.909    11    6.098   18.008
  0.00  61.71   3.99  63.59  95.59  94.34    269   11.946    11    6.098   18.044
  0.00  61.71  55.83  63.59  95.59  94.34    269   11.946    11    6.098   18.044
 64.85   0.00   0.00  65.74  95.59  94.34    270   11.987    11    6.098   18.085
 64.85   0.00  49.90  65.74  95.59  94.34    270   11.987    11    6.098   18.085
 64.85   6.17 100.00  65.93  95.59  94.34    271   11.987    11    6.098   18.085
  0.00  71.30  45.94  67.74  95.59  94.34    271   12.034    11    6.098   18.132
  0.00  71.30  95.88  67.74  95.59  94.34    272   12.034    11    6.098   18.132
 66.33   0.00  37.97  70.05  95.59  94.34    272   12.079    11    6.098   18.178
 66.33   0.00  89.92  70.05  95.59  94.34    272   12.079    11    6.098   18.178
  0.00  64.42  27.98  72.04  95.59  94.34    273   12.140    11    6.098   18.238
  0.00  64.42  72.63  72.04  95.59  94.34    273   12.140    11    6.098   18.238
  0.00  64.42  90.49  72.04  95.59  94.34    273   12.140    11    6.098   18.238
100.00   0.00  23.07  75.74  95.59  94.34    274   12.212    11    6.098   18.310
100.00   0.00  77.33  75.74  95.59  94.34    274   12.212    11    6.098   18.310
  0.00  97.02  23.88  76.94  95.59  94.34    275   12.234    11    6.098   18.333
  0.00  97.02  77.70  76.94  95.59  94.34    275   12.234    11    6.098   18.333
 41.60   0.00  25.92  77.75  95.59  94.34    276   12.262    11    6.098   18.360
 41.60   0.00  79.74  77.75  95.59  94.34    276   12.262    11    6.098   18.360
  0.00  98.80  21.95  79.65  95.59  94.34    277   12.306    11    6.098   18.405
  0.00  98.80  75.84  79.65  95.59  94.34    277   12.306    11    6.098   18.405
 50.28   0.00  13.98  81.55  95.59  94.34    278   12.360    11    6.098   18.458
 50.28   0.00  67.91  81.55  95.59  94.34    278   12.360    11    6.098   18.458
  0.00  45.24  11.99  83.77  95.59  94.34    279   12.405    11    6.098   18.503
  0.00  45.24  65.94  83.77  95.59  94.34    279   12.405    11    6.098   18.503
 46.91   0.00   6.00  85.67  95.59  94.34    280   12.471    11    6.098   18.569
 46.91   0.00  57.97  85.67  95.59  94.34    280   12.471    11    6.098   18.569
  0.00  49.04   0.00  87.57  95.59  94.34    281   12.529    11    6.098   18.628
  0.00  49.04  42.68  87.57  95.59  94.34    281   12.529    11    6.098   18.628
  0.00  49.04  62.14  87.57  95.59  94.34    281   12.529    11    6.098   18.628
  3.03  49.04  95.46  87.92  95.59  94.34    282   12.529    11    6.098   18.628
 33.65   0.00   0.00  94.38  95.60  94.34    282   12.577    12    6.098   18.676
 33.65   0.00   0.00  94.38  95.60  94.34    282   12.577    12    6.098   18.676
 33.65   0.00   0.00  94.38  95.60  94.34    282   12.577    12    6.098   18.676
  0.00   0.00  22.96  17.75  95.60  94.34    282   12.577    12    6.926   19.504
  0.00   0.00  72.59  17.75  95.60  94.34    282   12.577    12    6.926   19.504
  0.00  41.74  19.90  22.46  95.60  94.34    283   12.602    12    6.926   19.528
  0.00  41.74  67.67  22.46  95.60  94.34    283   12.602    12    6.926   19.528
 60.78   0.00   5.98  23.93  95.60  94.34    284   12.638    12    6.926   19.564
 60.78   0.00  57.81  23.93  95.60  94.34    284   12.638    12    6.926   19.564
  0.00  55.62   2.00  25.96  95.60  94.34    285   12.677    12    6.926   19.604
  0.00  55.62  51.89  25.96  95.60  94.34    285   12.677    12    6.926   19.604
 67.13   0.00   0.00  27.87  95.60  94.34    286   12.722    12    6.926   19.648
 67.13   0.00  47.94  27.87  95.60  94.34    286   12.722    12    6.926   19.648
 67.13   0.00  99.87  27.87  95.60  94.34    287   12.722    12    6.926   19.648
  0.00  58.46  41.96  30.06  95.60  94.34    287   12.767    12    6.926   19.693
  0.00  58.46  91.92  30.06  95.60  94.34    287   12.767    12    6.926   19.693
 62.82   0.00  29.98  31.97  95.60  94.34    288   12.827    12    6.926   19.753
 62.82   0.00  76.62  31.97  95.60  94.34    288   12.827    12    6.926   19.753
 62.82   0.00  92.62  31.97  95.60  94.34    288   12.827    12    6.926   19.753
  0.00 100.00  10.99  34.82  95.60  94.34    289   12.895    12    6.926   19.821
  0.00 100.00  57.57  34.82  95.60  94.34    289   12.895    12    6.926   19.821
 25.25   0.00   0.00  36.55  95.60  94.34    290   12.922    12    6.926   19.848
 25.25   0.00  51.56  36.55  95.60  94.34    290   12.922    12    6.926   19.848
  0.00  43.21   1.99  37.36  95.60  94.34    291   12.948    12    6.926   19.874
  0.00  43.21  53.70  37.36  95.60  94.34    291   12.948    12    6.926   19.874
 52.08   0.00   0.00  39.19  95.60  94.34    292   12.986    12    6.926   19.912
 52.08   0.00  55.80  39.19  95.60  94.34    292   12.986    12    6.926   19.912
  0.00  51.87   0.00  41.03  95.60  94.34    293   13.028    12    6.926   19.954
  0.00  51.87  53.87  41.03  95.60  94.34    293   13.028    12    6.926   19.954
 51.21   0.00   0.00  43.17  95.60  94.34    294   13.070    12    6.926   19.997
 51.21   0.00  51.92  43.17  95.60  94.34    294   13.070    12    6.926   19.997
 51.21  12.18 100.00  43.63  95.60  94.34    295   13.070    12    6.926   19.997
  0.00  48.74  45.95  45.00  95.60  94.34    295   13.122    12    6.926   20.048
  0.00  48.74  99.90  45.00  95.60  94.34    296   13.122    12    6.926   20.048
 54.14   0.00  35.34  46.86  95.60  94.34    296   13.174    12    6.926   20.100
 54.14   0.00  56.41  46.86  95.60  94.34    296   13.174    12    6.926   20.100
 54.14   0.00  99.72  46.86  95.60  94.34    297   13.174    12    6.926   20.100
  0.00  31.38  30.30  53.42  95.60  94.34    297   13.219    12    6.926   20.145
  0.00  31.38  81.91  53.42  95.60  94.34    297   13.219    12    6.926   20.145
 52.26   0.00  27.86  54.54  95.60  94.34    298   13.245    12    6.926   20.172
 52.26   0.00  79.78  54.54  95.60  94.34    298   13.245    12    6.926   20.172
  0.00  59.38  23.92  56.21  95.60  94.34    299   13.281    12    6.926   20.208
  0.00  59.38  77.76  56.21  95.60  94.34    299   13.281    12    6.926   20.208
 61.19   0.00  19.96  58.27  95.60  94.34    300   13.322    12    6.926   20.248
 61.19   0.00  71.85  58.27  95.60  94.34    300   13.322    12    6.926   20.248
  0.00  68.38  13.98  60.18  95.60  94.34    301   13.367    12    6.926   20.293
  0.00  68.38  65.91  60.18  95.60  94.34    301   13.367    12    6.926   20.293
 65.13   0.00   7.99  62.39  95.60  94.34    302   13.413    12    6.926   20.339
 65.13   0.00  59.95  62.39  95.60  94.34    302   13.413    12    6.926   20.339
  0.00  62.42   0.00  64.30  95.60  94.34    303   13.473    12    6.926   20.399
  0.00  62.42  47.97  64.30  95.60  94.34    303   13.473    12    6.926   20.399
  0.00  62.42  77.96  64.30  95.60  94.34    303   13.473    12    6.926   20.399
 30.37  62.42  96.09  67.57  95.60  94.34    304   13.473    12    6.926   20.399
 99.96   0.00  50.19  69.02  95.60  94.34    304   13.542    12    6.926   20.469
 99.96   0.00  97.82  69.02  95.60  94.34    305   13.542    12    6.926   20.469
  0.00  96.63  47.76  70.77  95.60  94.34    305   13.569    12    6.926   20.496
 36.93   0.00   0.00  71.67  95.60  94.34    306   13.598    12    6.926   20.524
 36.93   0.00  51.83  71.67  95.60  94.34    306   13.598    12    6.926   20.524
  0.00  98.77   0.00  73.45  95.60  94.34    307   13.638    12    6.926   20.564
  0.00  98.77  55.88  73.45  95.60  94.34    307   13.638    12    6.926   20.564
 44.47   0.00   0.00  75.24  95.60  94.34    308   13.680    12    6.926   20.606
 44.47   0.00  55.92  75.24  95.60  94.34    308   13.680    12    6.926   20.606
  0.00  40.14   2.00  77.33  95.60  94.34    309   13.723    12    6.926   20.649
  0.00  40.14  57.95  77.33  95.60  94.34    309   13.723    12    6.926   20.649
 41.10   0.00   2.00  79.12  95.60  94.34    310   13.779    12    6.926   20.706
 41.10   0.00  55.97  79.12  95.60  94.34    310   13.779    12    6.926   20.706
  0.00  43.29   0.00  80.92  95.60  94.34    311   13.836    12    6.926   20.762
  0.00  43.29  44.69  80.92  95.60  94.34    311   13.836    12    6.926   20.762
  0.00  43.29  66.68  80.92  95.60  94.34    311   13.836    12    6.926   20.762
 33.08   0.00   0.00  88.27  95.60  94.34    312   13.885    12    6.926   20.812
 33.08   0.00  51.87  88.27  95.60  94.34    312   13.885    12    6.926   20.812
  0.00  31.94   0.00  89.60  95.60  94.34    313   13.911    12    6.926   20.837
  0.00  31.94  51.74  89.60  95.60  94.34    313   13.911    12    6.926   20.837
  6.07  31.94 100.00  89.68  95.60  94.34    314   13.911    12    6.926   20.837
 54.04   0.00  47.84  90.84  95.60  94.34    314   13.947    12    6.926   20.873
 54.04   0.19 100.00  90.85  95.60  94.34    315   13.947    12    6.926   20.873
  0.00  49.74  47.90  92.84  95.60  94.34    315   13.988    12    6.926   20.915
  0.00  49.74  98.14  92.84  95.60  94.34    316   13.988    12    6.926   20.915
 62.57   0.00  41.94  94.72  95.60  94.34    316   14.036    12    6.926   20.962
 62.57  20.67 100.00  95.89  95.60  94.34    317   14.036    12    6.926   20.962
  0.00  53.78   0.00  97.04  95.60  94.34    317   14.086    13    6.926   21.012
  0.00  53.78   0.00  97.04  95.60  94.34    317   14.086    13    6.926   21.012
  0.00   0.00  36.39   9.48  95.60  94.34    317   14.086    13    7.482   21.568
  0.00   0.00  88.34   9.48  95.60  94.34    317   14.086    13    7.482   21.568
 57.96   0.00  33.93   9.48  95.67  94.34    318   14.119    13    7.482   21.601
 57.96   0.00  82.51   9.48  95.67  94.34    318   14.119    13    7.482   21.601
  0.00  92.50   9.99  11.44  95.67  94.34    319   14.174    13    7.482   21.657
  0.00  92.50  42.88  11.44  95.67  94.34    319   14.174    13    7.482   21.657
  0.00  92.50  79.79  11.44  95.67  94.34    319   14.174    13    7.482   21.657
 13.49   0.00  25.98  13.94  95.67  94.34    320   14.202    13    7.482   21.684
 13.49   0.00  77.93  13.94  95.67  94.34    320   14.202    13    7.482   21.684
  0.00  98.44  25.98  14.42  95.67  94.34    321   14.226    13    7.482   21.708
  0.00  98.44  77.95  14.42  95.67  94.34    321   14.226    13    7.482   21.708
 58.52   0.00  21.99  16.40  95.67  94.34    322   14.263    13    7.482   21.745
 58.52   0.00  73.97  16.40  95.67  94.34    322   14.263    13    7.482   21.745
  0.00  65.13  14.00  18.38  95.67  94.34    323   14.305    13    7.482   21.787
  0.00  65.13  67.98  18.38  95.67  94.34    323   14.305    13    7.482   21.787
 58.09   0.00  10.00  20.68  95.67  94.34    324   14.348    13    7.482   21.831
 58.09   0.00  61.99  20.68  95.67  94.34    324   14.348    13    7.482   21.831
  0.00  59.00   0.00  22.66  95.67  94.34    325   14.411    13    7.482   21.893
  0.00  59.00  51.99  22.66  95.67  94.34    325   14.411    13    7.482   21.893
 18.75  59.00 100.00  23.25  95.67  94.34    326   14.411    13    7.482   21.893
 62.74   0.00  36.66  24.66  95.67  94.34    326   14.468    13    7.482   21.951
 62.74   0.00  55.17  24.66  95.67  94.34    326   14.468    13    7.482   21.951
