 S0C    S1C    S0U    S1U      EC       EU        OC         OU       MC     MU    CCSC   CCSU   YGC     YGCT    FGC    FGCT     GCT   
43008.0 43520.0 25152.0  0.0   607232.0 169927.2  699392.0   374762.0  5760.0 5499.1 640.0  603.8      88    4.068   3      1.146    5.214
43008.0 43520.0 25152.0  0.0   607232.0 449093.8  699392.0   374762.0  5760.0 5499.1 640.0  603.8      88    4.068   3      1.146    5.214
43008.0 43520.0 25152.0 26527.0 607232.0 607232.0  699392.0   388346.0  5760.0 5499.1 640.0  603.8      89    4.068   3      1.146    5.288
47616.0 43520.0  0.0   42047.0 607232.0 72840.4   699392.0   399922.0  5760.0 5499.1 640.0  603.8      89    4.142   3      1.146    5.288
47616.0 43520.0  0.0   42047.0 607232.0 261944.8  699392.0   399922.0  5760.0 5499.1 640.0  603.8      89    4.142   3      1.146    5.288
47616.0 43520.0  0.0   42047.0 607232.0 522547.7  699392.0   399922.0  5760.0 5499.1 640.0  603.8      89    4.142   3      1.146    5.288
47616.0 49152.0 6992.0  0.0   600576.0 108077.7  699392.0   431250.1  5760.0 5499.1 640.0  603.8      90    4.179   3      1.146    5.325
47616.0 49152.0 6992.0  0.0   600576.0 396797.4  699392.0   431250.1  5760.0 5499.1 640.0  603.8      90    4.179   3      1.146    5.325
47104.0 26624.0  0.0   26272.0 600576.0 60048.4   699392.0   437946.1  5760.0 5499.1 640.0  603.8      91    4.205   3      1.146    5.351
47104.0 26624.0  0.0   26272.0 600576.0 348280.1  699392.0   437946.1  5760.0 5499.1 640.0  603.8      91    4.205   3      1.146    5.351
47104.0 26624.0 9600.0 26272.0 600576.0 600576.0  699392.0   445474.1  5760.0 5499.1 640.0  603.8      92    4.205   3      1.146    5.351
47104.0 45568.0 27296.0  0.0   603648.0 217291.5  699392.0   463234.1  5760.0 5499.1 640.0  603.8      92    4.261   3      1.146    5.408
47104.0 45568.0 27296.0  0.0   603648.0 458726.5  699392.0   463234.1  5760.0 5499.1 640.0  603.8      92    4.261   3      1.146    5.408
45056.0 45568.0  0.0   29408.0 603648.0 72433.0   699392.0   488506.1  5760.0 5499.1 640.0  603.8      93    4.308   3      1.146    5.454
45056.0 45568.0  0.0   29408.0 603648.0 362165.3  699392.0   488506.1  5760.0 5499.1 640.0  603.8      93    4.308   3      1.146    5.454
43008.0 43008.0 25344.0  0.0   608256.0   0.0     699392.0   517930.2  5760.0 5499.1 640.0  603.8      94    4.357   3      1.146    5.503
43008.0 43008.0 25344.0  0.0   608256.0 291951.2  699392.0   517930.2  5760.0 5499.1 640.0  603.8      94    4.357   3      1.146    5.503
43008.0 43008.0 25344.0  0.0   608256.0 547408.5  699392.0   517930.2  5760.0 5499.1 640.0  603.8      94    4.357   3      1.146    5.503
41472.0 43008.0  0.0   25472.0 608256.0 133813.0  699392.0   543282.2  5760.0 5499.1 640.0  603.8      95    4.429   3      1.146    5.575
41472.0 43008.0  0.0   25472.0 608256.0 401438.8  699392.0   543282.2  5760.0 5499.1 640.0  603.8      95    4.429   3      1.146    5.575
41472.0 43008.0 11936.0 25472.0 608256.0 608256.0  699392.0   555154.2  5760.0 5499.1 640.0  603.8      96    4.429   3      1.146    5.575
40960.0 40448.0 25440.0  0.0   613888.0 175982.1  699392.0   568754.2  5760.0 5499.1 640.0  603.8      96    4.510   3      1.146    5.656
40960.0 40448.0 25440.0  0.0   613888.0 249647.1  699392.0   568754.2  5760.0 5499.1 640.0  603.8      96    4.510   3      1.146    5.656
40960.0 40448.0 25440.0  0.0   613888.0 439301.3  699392.0   568754.2  5760.0 5499.1 640.0  603.8      96    4.510   3      1.146    5.656
40960.0 40448.0  0.0   13872.0 613888.0   0.0     699392.0   656848.0  5760.0 5499.1 640.0  603.8      97    4.562   4      1.146    5.708
40960.0 40448.0  0.0   13872.0 613888.0   0.0     699392.0   656848.0  5760.0 5499.1 640.0  603.8      97    4.562   4      1.146    5.708
40960.0 40448.0  0.0   13872.0 613888.0   0.0     699392.0   656848.0  5760.0 5499.1 640.0  603.8      97    4.562   4      1.146    5.708
40960.0 40448.0  0.0   13872.0 613888.0   0.0     699392.0   656848.0  5760.0 5499.1 640.0  603.8      97    4.562   4      1.146    5.708
40960.0 40448.0  0.0    0.0   613888.0 74808.0   791552.0   236107.4  5760.0 5499.1 640.0  603.8      97    4.562   4      2.075    6.637
40960.0 40448.0  0.0    0.0   613888.0 318531.1  791552.0   236107.4  5760.0 5499.1 640.0  603.8      97    4.562   4      2.075    6.637
40960.0 40448.0  0.0    0.0   613888.0 586626.6  791552.0   236107.4  5760.0 5499.1 640.0  603.8      97    4.562   4      2.075    6.637
38400.0 39424.0 23952.0  0.0   617472.0 233501.7  791552.0   298729.3  5760.0 5499.1 640.0  603.8      98    4.591   4      2.075    6.666
38400.0 39424.0 23952.0  0.0   617472.0 479292.8  791552.0   298729.3  5760.0 5499.1 640.0  603.8      98    4.591   4      2.075    6.666
39424.0 39424.0  0.0   27968.0 617472.0 98484.2   791552.0   321665.4  5760.0 5499.1 640.0  603.8      99    4.631   4      2.075    6.706
39424.0 39424.0  0.0   27968.0 617472.0 418558.5  791552.0   321665.4  5760.0 5499.1 640.0  603.8      99    4.631   4      2.075    6.706
37376.0 38400.0 26080.0  0.0   620032.0 49501.0   791552.0   349697.4  5760.0 5499.1 640.0  603.8     100    4.672   4      2.075    6.747
37376.0 38400.0 26080.0  0.0   620032.0 348555.3  791552.0   349697.4  5760.0 5499.1 640.0  603.8     100    4.672   4      2.075    6.747
37376.0 38400.0 26080.0 5088.0 620032.0 620032.0  791552.0   354625.4  5760.0 5499.1 640.0  603.8     101    4.672   4      2.075    6.747
38912.0 38400.0  0.0   29984.0 620032.0 260068.1  791552.0   375761.4  5760.0 5499.1 640.0  603.8     101    4.718   4      2.075    6.794
38912.0 38400.0  0.0   29984.0 620032.0 569672.6  791552.0   375761.4  5760.0 5499.1 640.0  603.8     101    4.718   4      2.075    6.794
36352.0 37376.0 25920.0  0.0   621568.0 198730.4  791552.0   405785.4  5760.0 5499.1 640.0  603.8     102    4.768   4      2.075    6.844
36352.0 37376.0 25920.0  0.0   621568.0 509246.1  791552.0   405785.4  5760.0 5499.1 640.0  603.8     102    4.768   4      2.075    6.844
36352.0 37376.0  0.0   25984.0 621568.0 111819.5  791552.0   431753.4  5760.0 5499.1 640.0  603.8     103    4.824   4      2.075    6.900
36352.0 37376.0  0.0   25984.0 621568.0 339554.3  791552.0   431753.4  5760.0 5499.1 640.0  603.8     103    4.824   4      2.075    6.900
36352.0 37376.0  0.0   25984.0 621568.0 414100.3  791552.0   431753.4  5760.0 5499.1 640.0  603.8     103    4.824   4      2.075    6.900
36352.0 37376.0  0.0   25984.0 621568.0 589613.4  791552.0   431753.4  5760.0 5499.1 640.0  603.8     103    4.824   4      2.075    6.900
36352.0 36352.0 19998.9  0.0   625152.0 200168.3  791552.0   531513.4  5760.0 5499.1 640.0  603.8     104    4.880   4      2.075    6.955
36352.0 36352.0 19998.9  0.0   625152.0 485512.9  791552.0   531513.4  5760.0 5499.1 640.0  603.8     104    4.880   4      2.075    6.955
36352.0 36352.0  0.0   18672.0 625152.0 136841.8  791552.0   551297.5  5760.0 5499.1 640.0  603.8     105    4.906   4      2.075    6.982
36352.0 36352.0  0.0   18672.0 625152.0 398085.2  791552.0   551297.5  5760.0 5499.1 640.0  603.8     105    4.906   4      2.075    6.982
36352.0 36864.0 28288.0  0.0   625152.0 24924.5   791552.0   569473.5  5760.0 5499.1 640.0  603.8     106    4.943   4      2.075    7.018
36352.0 36864.0 28288.0  0.0   625152.0 336479.2  791552.0   569473.5  5760.0 5499.1 640.0  603.8     106    4.943   4      2.075    7.018
36352.0 36864.0 28288.0 4064.0 625152.0 625152.0  791552.0   573553.5  5760.0 5499.1 640.0  603.8     107    4.943   4      2.075    7.018
35840.0 26624.0  0.0   26400.0 625152.0 262006.1  791552.0   597793.6  5760.0 5499.1 640.0  603.8     107    4.985   4      2.075    7.061
35840.0 26624.0  0.0   26400.0 625152.0 548965.7  791552.0   597793.6  5760.0 5499.1 640.0  603.8     107    4.985   4      2.075    7.061
35840.0 36864.0 30240.0  0.0   624640.0 162183.0  791552.0   624185.6  5760.0 5499.1 640.0  603.8     108    5.035   4      2.075    7.111
35840.0 36864.0 30240.0  0.0   624640.0 474072.2  791552.0   624185.6  5760.0 5499.1 640.0  603.8     108    5.035   4      2.075    7.111
35840.0 36864.0  0.0   26144.0 624640.0 99852.9   791552.0   654457.6  5760.0 5499.1 640.0  603.8     109    5.082   4      2.075    7.158
35840.0 36864.0  0.0   26144.0 624640.0 411893.6  791552.0   654457.6  5760.0 5499.1 640.0  603.8     109    5.082   4      2.075    7.158
34816.0 35328.0 26144.0  0.0   626176.0 12516.4   791552.0   680609.6  5760.0 5499.1 640.0  603.8     110    5.146   4      2.075    7.221
34816.0 35328.0 26144.0  0.0   626176.0 291969.8  791552.0   680609.6  5760.0 5499.1 640.0  603.8     110    5.146   4      2.075    7.221
34816.0 35328.0 26144.0  0.0   626176.0 479713.1  791552.0   680609.6  5760.0 5499.1 640.0  603.8     110    5.146   4      2.075    7.221
34816.0 35328.0 26144.0 896.0  626176.0 589681.9  791552.0   682049.6  5760.0 5499.1 640.0  603.8     111    5.146   4      2.075    7.221
37376.0 35328.0  0.0   35310.9 626176.0   0.0     791552.0   748633.6  5760.0 5499.1 640.0  603.8     111    5.221   5      2.075    7.296
37376.0 35328.0  0.0   35310.9 626176.0   0.0     791552.0   748633.6  5760.0 5499.1 640.0  603.8     111    5.221   5      2.075    7.296
37376.0 35328.0  0.0   35310.9 626176.0   0.0     791552.0   748633.6  5760.0 5499.1 640.0  603.8     111    5.221   5      2.075    7.296
37376.0 35328.0  0.0    0.0   626176.0 286338.9  859648.0   227314.8  5760.0 5499.1 640.0  603.8     111    5.221   5      2.877    8.098
37376.0 35328.0  0.0    0.0   626176.0 485129.8  859648.0   227314.8  5760.0 5499.1 640.0  603.8     111    5.221   5      2.877    8.098
37376.0 62976.0 14960.0  0.0   572928.0 125396.2  859648.0   363664.7  5760.0 5499.1 640.0  603.8     112    5.253   5      2.877    8.130
37376.0 62976.0 14960.0  0.0   572928.0 433186.9  859648.0   363664.7  5760.0 5499.1 640.0  603.8     112    5.253   5      2.877    8.130
60928.0 62976.0  0.0   25152.0 572928.0 114202.6  859648.0   378104.8  5760.0 5499.1 640.0  603.8     113    5.283   5      2.877    8.160
60928.0 62976.0  0.0   25152.0 572928.0 365449.0  859648.0   378104.8  5760.0 5499.1 640.0  603.8     113    5.283   5      2.877    8.160
54784.0 58880.0 26112.0  0.0   574976.0 45898.3   859648.0   402248.8  5760.0 5499.1 640.0  603.8     114    5.321   5      2.877    8.198
54784.0 58880.0 26112.0  0.0   574976.0 355711.6  859648.0   402248.8  5760.0 5499.1 640.0  603.8     114    5.321   5      2.877    8.198
56320.0 58880.0  0.0   28160.0 574976.0 11483.4   859648.0   426352.8  5760.0 5499.1 640.0  603.8     115    5.365   5      2.877    8.242
56320.0 58880.0  0.0   28160.0 574976.0 321532.5  859648.0   426352.8  5760.0 5499.1 640.0  603.8     115    5.365   5      2.877    8.242
51712.0 54784.0 24096.0  0.0   583680.0   0.0     859648.0   454552.8  5760.0 5499.1 640.0  603.8     116    5.410   5      2.877    8.287
51712.0 54784.0 24096.0  0.0   583680.0 303235.7  859648.0   454552.8  5760.0 5499.1 640.0  603.8     116    5.410   5      2.877    8.287
51712.0 54784.0 24096.0 23360.0 583680.0 583680.0  859648.0   477728.8  5760.0 5499.1 640.0  603.8     117    5.410   5      2.877    8.287
53248.0 54784.0  0.0   24416.0 583680.0 303333.0  859648.0   478664.8  5760.0 5499.1 640.0  603.8     117    5.467   5      2.877    8.344
53248.0 54784.0 2848.0 24416.0 583680.0 583333.1  859648.0   481304.8  5760.0 5499.1 640.0  603.8     118    5.467   5      2.877    8.344
47616.0 51200.0 28320.0  0.0   590848.0 191873.6  859648.0   503128.8  5760.0 5499.1 640.0  603.8     118    5.521   5      2.877    8.398
47616.0 51200.0 28320.0  0.0   590848.0 330219.5  859648.0   503128.8  5760.0 5499.1 640.0  603.8     118    5.521   5      2.877    8.398
47616.0 51200.0 28320.0  0.0   590848.0 489925.1  859648.0   503128.8  5760.0 5499.1 640.0  603.8     118    5.521   5      2.877    8.398
52224.0 51200.0  0.0   9040.0 590848.0 144917.0  859648.0   594094.7  5760.0 5499.1 640.0  603.8     119    5.565   5      2.877    8.442
52224.0 51200.0  0.0   9040.0 590848.0 439083.5  859648.0   594094.7  5760.0 5499.1 640.0  603.8     119    5.565   5      2.877    8.442
50176.0 50688.0 22960.0  0.0   595456.0 118695.1  859648.0   603094.7  5760.0 5499.6 640.0  603.8     120    5.590   5      2.877    8.467
50176.0 50688.0 22960.0  0.0   595456.0 415432.9  859648.0   603094.7  5760.0 5499.6 640.0  603.8     120    5.590   5      2.877    8.467
48128.0 50688.0  0.0   27072.0 595456.0 83183.8   859648.0   625046.8  5760.0 5499.6 640.0  603.8     121    5.628   5      2.877    8.505
48128.0 50688.0  0.0   27072.0 595456.0 392151.8  859648.0   625046.8  5760.0 5499.6 640.0  603.8     121    5.628   5      2.877    8.505
47104.0 46592.0 25152.0  0.0   599552.0 23948.3   859648.0   652158.8  5760.0 5499.6 640.0  603.8     122    5.674   5      2.877    8.551
47104.0 46592.0 25152.0  0.0   599552.0 313377.1  859648.0   652158.8  5760.0 5499.6 640.0  603.8     122    5.674   5      2.877    8.551
47104.0 46592.0 25152.0 4480.0 599552.0 599552.0  859648.0   656494.8  5760.0 5499.6 640.0  603.8     123    5.674   5      2.877    8.551
45568.0 46592.0  0.0   29152.0 599552.0 275542.6  859648.0   677302.8  5760.0 5499.6 640.0  603.8     123    5.719   5      2.877    8.596
45568.0 46592.0  0.0   29152.0 599552.0 587025.4  859648.0   677302.8  5760.0 5499.6 640.0  603.8     124    5.719   5      2.877    8.596
44032.0 44032.0 25120.0  0.0   606720.0 230417.3  859648.0   706494.8  5760.0 5499.6 640.0  603.8     124    5.765   5      2.877    8.642
44032.0 44032.0 25120.0  0.0   606720.0 545725.8  859648.0   706494.8  5760.0 5499.6 640.0  603.8     124    5.765   5      2.877    8.642
42496.0 44032.0  0.0   25376.0 606720.0 169817.4  859648.0   731606.8  5760.0 5499.6 640.0  603.8     125    5.826   5      2.877    8.703
42496.0 44032.0  0.0   25376.0 606720.0 440767.3  859648.0   731606.8  5760.0 5499.6 640.0  603.8     125    5.826   5      2.877    8.703
42496.0 44032.0  0.0   25376.0 606720.0 550476.7  859648.0   731606.8  5760.0 5499.6 640.0  603.8     125    5.826   5      2.877    8.703
42496.0 62976.0 42479.0  0.0   572928.0 133335.9  859648.0   774870.8  5760.0 5499.6 640.0  603.8     126    5.901   5      2.877    8.778
42496.0 62976.0 42479.0  0.0   572928.0 400701.9  859648.0   774870.8  5760.0 5499.6 640.0  603.8     126    5.901   5      2.877    8.778
63488.0 10752.0  0.0    0.0   572928.0   0.0     712192.0   12164.9   5760.0 5499.6 640.0  603.8     127    5.930   6      2.942    8.872
63488.0 10752.0  0.0    0.0   572928.0 285057.9  712192.0   12164.9   5760.0 5499.6 640.0  603.8     127    5.930   6      2.942    8.872
63488.0 60928.0 25120.0  0.0   574464.0   0.0     712192.0   12164.9   5760.0 5499.6 640.0  603.8     128    5.951   6      2.942    8.893
63488.0 60928.0 25120.0  0.0   574464.0 297768.5  712192.0   12164.9   5760.0 5499.6 640.0  603.8     128    5.951   6      2.942    8.893
58368.0 26624.0  0.0   26176.0 574464.0   0.0     712192.0   36316.9   5760.0 5499.6 640.0  603.8     129    5.994   6      2.942    8.936
58368.0 26624.0  0.0   26176.0 574464.0 263705.3  712192.0   36316.9   5760.0 5499.6 640.0  603.8     129    5.994   6      2.942    8.936
58368.0 26624.0 12128.0 26176.0 574464.0 574464.0  712192.0   44764.9   5760.0 5499.6 640.0  603.8     130    5.994   6      2.942    8.936
58368.0 55808.0 28160.0  0.0   577024.0 276598.8  712192.0   60492.9   5760.0 5499.6 640.0  603.8     130    6.039   6      2.942    8.981
58368.0 55808.0 28160.0  0.0   577024.0 507097.7  712192.0   60492.9   5760.0 5499.6 640.0  603.8     130    6.039   6      2.942    8.981
54272.0 55808.0  0.0   24192.0 577024.0 149894.9  712192.0   88676.9   5760.0 5499.6 640.0  603.8     131    6.081   6      2.942    9.023
54272.0 55808.0  0.0   24192.0 577024.0 415093.6  712192.0   88676.9   5760.0 5499.6 640.0  603.8     131    6.081   6      2.942    9.023
54272.0 52224.0 24160.0  0.0   586752.0 58642.0   712192.0   112908.9  5760.0 5499.6 640.0  603.8     132    6.137   6      2.942    9.078
54272.0 52224.0 24160.0  0.0   586752.0 304937.6  712192.0   112908.9  5760.0 5499.6 640.0  603.8     132    6.137   6      2.942    9.078
54272.0 52224.0 24160.0 6528.0 586752.0 586752.0  712192.0   119116.9  5760.0 5499.6 640.0  603.8     133    6.137   6      2.942    9.078
50688.0 52224.0  0.0   24544.0 586752.0 231075.5  712192.0   137084.9  5760.0 5499.6 640.0  603.8     133    6.190   6      2.942    9.132
50688.0 52224.0  0.0   24544.0 586752.0 348382.2  712192.0   137084.9  5760.0 5499.6 640.0  603.8     133    6.190   6      2.942    9.132
50688.0 52224.0  0.0   24544.0 586752.0 526422.4  712192.0   137084.9  5760.0 5499.6 640.0  603.8     133    6.190   6      2.942    9.132
50688.0 50176.0 17422.9  0.0   592896.0 199524.7  712192.0   235396.9  5760.0 5499.6 640.0  603.8     134    6.252   6      2.942    9.194
50688.0 50176.0 17422.9  0.0   592896.0 458429.7  712192.0   235396.9  5760.0 5499.6 640.0  603.8     134    6.252   6      2.942    9.194
49664.0 50176.0  0.0   17296.0 592896.0 141552.6  712192.0   252548.9  5760.0 5499.6 640.0  603.8     135    6.276   6      2.942    9.217
49664.0 50176.0  0.0   17296.0 592896.0 448248.6  712192.0   252548.9  5760.0 5499.6 640.0  603.8     135    6.276   6      2.942    9.217
46592.0 47616.0 26944.0  0.0   599040.0 119401.7  712192.0   269357.0  5760.0 5499.6 640.0  603.8     136    6.308   6      2.942    9.250
46592.0 47616.0 26944.0  0.0   599040.0 417905.8  712192.0   269357.0  5760.0 5499.6 640.0  603.8     136    6.308   6      2.942    9.250
45568.0 47616.0  0.0   25280.0 599040.0 71726.4   712192.0   296317.0  5760.0 5499.6 640.0  603.8     137    6.352   6      2.942    9.294
45568.0 47616.0  0.0   25280.0 599040.0 334723.2  712192.0   296317.0  5760.0 5499.6 640.0  603.8     137    6.352   6      2.942    9.294
45568.0 47616.0 21312.0 25280.0 599040.0 599040.0  712192.0   313485.0  5760.0 5499.6 640.0  603.8     138    6.352   6      2.942    9.294
44544.0 44544.0 29152.0  0.0   605696.0 290317.5  712192.0   321613.0  5760.0 5499.6 640.0  603.8     138    6.399   6      2.942    9.341
44544.0 44544.0 29152.0  0.0   605696.0 604828.7  712192.0   321613.0  5760.0 5499.6 640.0  603.8     139    6.399   6      2.942    9.341
43008.0 44544.0  0.0   25344.0 605696.0 242052.7  712192.0   350821.1  5760.0 5499.6 640.0  603.8     139    6.445   6      2.942    9.387
43008.0 44544.0  0.0   25344.0 605696.0 556721.8  712192.0   350821.1  5760.0 5499.6 640.0  603.8     139    6.445   6      2.942    9.387
41472.0 41472.0 25376.0  0.0   611328.0 183287.5  712192.0   376189.1  5760.0 5499.6 640.0  603.8     140    6.500   6      2.942    9.442
41472.0 41472.0 25376.0  0.0   611328.0 464328.5  712192.0   376189.1  5760.0 5499.6 640.0  603.8     140    6.500   6      2.942    9.442
46080.0 41472.0  0.0   41471.0 611328.0   0.0     712192.0   406717.1  5760.0 5499.6 640.0  603.8     141    6.574   6      2.942    9.515
46080.0 41472.0  0.0   41471.0 611328.0 206961.9  712192.0   406717.1  5760.0 5499.6 640.0  603.8     141    6.574   6      2.942    9.515
46080.0 41472.0  0.0   41471.0 611328.0 431389.0  712192.0   406717.1  5760.0 5499.6 640.0  603.8     141    6.574   6      2.942    9.515
46080.0 58368.0 8816.0  0.0   582144.0 69836.8   712192.0   435853.1  5760.0 5499.6 640.0  603.8     142    6.603   6      2.942    9.545
46080.0 58368.0 8816.0  0.0   582144.0 361335.6  712192.0   435853.1  5760.0 5499.6 640.0  603.8     142    6.603   6      2.942    9.545
55808.0 58368.0  0.0   25504.0 582144.0 46562.6   712192.0   444413.1  5760.0 5499.6 640.0  603.8     143    6.631   6      2.942    9.572
55808.0 58368.0  0.0   25504.0 582144.0 349219.0  712192.0   444413.1  5760.0 5499.6 640.0  603.8     143    6.631   6      2.942    9.572
48128.0 53248.0 26496.0  0.0   584704.0 35077.9   712192.0   468925.1  5760.0 5499.6 640.0  603.8     144    6.670   6      2.942    9.612
48128.0 53248.0 26496.0  0.0   584704.0 327392.6  712192.0   468925.1  5760.0 5499.6 640.0  603.8     144    6.670   6      2.942    9.612
48128.0 53248.0 26496.0 16800.0 584704.0 584704.0  712192.0   481669.1  5760.0 5499.6 640.0  603.8     145    6.670   6      2.942    9.612
51200.0 53248.0  0.0   28576.0 584704.0 280634.9  712192.0   493429.1  5760.0 5499.6 640.0  603.8     145    6.715   6      2.942    9.657
51200.0 53248.0 1056.0 28576.0 584704.0 584704.0  712192.0   494413.1  5760.0 5499.6 640.0  603.8     146    6.715   6      2.942    9.657
45056.0 49152.0 24544.0  0.0   594432.0 261536.9  712192.0   522037.2  5760.0 5499.6 640.0  603.8     146    6.764   6      2.942    9.706
45056.0 49152.0 24544.0 11008.0 594432.0 594432.0  712192.0   533093.2  5760.0 5499.6 640.0  603.8     147    6.764   6      2.942    9.706
47616.0 49152.0  0.0   24896.0 594432.0 261541.4  712192.0   546597.2  5760.0 5499.6 640.0  603.8     147    6.820   6      2.942    9.762
47616.0 49152.0  0.0   24896.0 594432.0 546859.7  712192.0   546597.2  5760.0 5499.6 640.0  603.8     147    6.820   6      2.942    9.762
43008.0 46080.0 24864.0  0.0   602112.0 136558.3  712192.0   571501.2  5760.0 5499.6 640.0  603.8     148    6.890   6      2.942    9.832
43008.0 46080.0 24864.0  0.0   602112.0 305145.9  712192.0   571501.2  5760.0 5499.6 640.0  603.8     148    6.890   6      2.942    9.832
43008.0 46080.0 24864.0  0.0   602112.0 491697.8  712192.0   571501.2  5760.0 5499.6 640.0  603.8     148    6.890   6      2.942    9.832
46080.0 46080.0  0.0   16542.9 602112.0   0.0     712192.0   658923.6  5760.0 5499.6 640.0  603.8     149    6.940   7      2.942    9.882
46080.0 46080.0  0.0   16542.9 602112.0   0.0     712192.0   658923.6  5760.0 5499.6 640.0  603.8     149    6.940   7      2.942    9.882
46080.0 46080.0  0.0   16542.9 602112.0   0.0     712192.0   658923.6  5760.0 5499.6 640.0  603.8     149    6.940   7      2.942    9.882
46080.0 46080.0  0.0    0.0   602112.0 62621.9   984064.0   236211.4  5760.0 5499.6 640.0  603.8     149    6.940   7      3.769   10.709
46080.0 46080.0  0.0    0.0   602112.0 292573.2  984064.0   236211.4  5760.0 5499.6 640.0  603.8     149    6.940   7      3.769   10.709
46080.0 46080.0  0.0    0.0   602112.0 591375.9  984064.0   236211.4  5760.0 5499.6 640.0  603.8     149    6.940   7      3.769   10.709
44032.0 45056.0 20592.0  0.0   606720.0 253583.3  984064.0   298833.2  5760.0 5499.6 640.0  603.8     150    6.965   7      3.769   10.734
44032.0 45056.0 20592.0  0.0   606720.0 556491.8  984064.0   298833.2  5760.0 5499.6 640.0  603.8     150    6.965   7      3.769   10.734
44032.0 45056.0  0.0   27488.0 606720.0 193526.8  984064.0   318641.3  5760.0 5499.6 640.0  603.8     151    6.999   7      3.769   10.768
44032.0 45056.0  0.0   27488.0 606720.0 495912.2  984064.0   318641.3  5760.0 5499.6 640.0  603.8     151    6.999   7      3.769   10.768
39936.0 41984.0 25600.0  0.0   609792.0 158215.1  984064.0   346193.3  5760.0 5499.6 640.0  603.8     152    7.038   7      3.769   10.808
39936.0 41984.0 25600.0  0.0   609792.0 452352.5  984064.0   346193.3  5760.0 5499.6 640.0  603.8     152    7.038   7      3.769   10.808
41984.0 41984.0  0.0   29600.0 609792.0 97434.7   984064.0   371809.3  5760.0 5499.6 640.0  603.8     153    7.083   7      3.769   10.852
41984.0 41984.0  0.0   29600.0 609792.0 401918.0  984064.0   371809.3  5760.0 5499.6 640.0  603.8     153    7.083   7      3.769   10.852
38912.0 40448.0 25504.0  0.0   614912.0 36862.3   984064.0   401433.3  5760.0 5499.6 640.0  603.8     154    7.128   7      3.769   10.897
38912.0 40448.0 25504.0  0.0   614912.0 356335.1  984064.0   401433.3  5760.0 5499.6 640.0  603.8     154    7.128   7      3.769   10.897
38912.0 40448.0 25504.0 13600.0 614912.0 614912.0  984064.0   414713.3  5760.0 5499.6 640.0  603.8     155    7.128   7      3.769   10.897
38912.0 40448.0  0.0   25728.0 614912.0 270406.8  984064.0   426977.3  5760.0 5499.6 640.0  603.8     155    7.189   7      3.769   10.958
38912.0 40448.0  0.0   25728.0 614912.0 503939.0  984064.0   426977.3  5760.0 5499.6 640.0  603.8     155    7.189   7      3.769   10.958
38912.0 40448.0 38895.0 25728.0 614912.0 578447.6  984064.0   456529.3  5760.0 5499.6 640.0  603.8     156    7.189   7      3.769   11.028
38912.0 59904.0 38895.0  0.0   579072.0 270205.2  984064.0   474185.3  5760.0 5499.6 640.0  603.8     156    7.259   7      3.769   11.028
38912.0 59904.0 38895.0  0.0   579072.0 493701.2  984064.0   474185.3  5760.0 5499.6 640.0  603.8     156    7.259   7      3.769   11.028
60928.0 11264.0  0.0   10992.0 579072.0 195885.8  984064.0   489465.4  5760.0 5500.0 640.0  603.8     157    7.280   7      3.769   11.049
60928.0 11264.0  0.0   10992.0 579072.0 506998.8  984064.0   489465.4  5760.0 5500.0 640.0  603.8     157    7.280   7      3.769   11.049
60928.0 58368.0 25408.0  0.0   579584.0 196408.9  984064.0   499889.4  5760.0 5500.0 640.0  603.8     158    7.307   7      3.769   11.076
60928.0 58368.0 25408.0  0.0   579584.0 508352.9  984064.0   499889.4  5760.0 5500.0 640.0  603.8     158    7.307   7      3.769   11.076
56320.0 26624.0  0.0   26400.0 579584.0 185069.7  984064.0   524297.4  5760.0 5500.0 640.0  603.8     159    7.347   7      3.769   11.116
56320.0 26624.0  0.0   26400.0 579584.0 487855.9  984064.0   524297.4  5760.0 5500.0 640.0  603.8     159    7.347   7      3.769   11.116
56320.0 53760.0 28384.0  0.0   582144.0 151146.7  984064.0   548681.4  5760.0 5500.0 640.0  603.8     160    7.393   7      3.769   11.162
56320.0 53760.0 28384.0  0.0   582144.0 465067.3  984064.0   548681.4  5760.0 5500.0 640.0  603.8     160    7.393   7      3.769   11.162
52224.0 53760.0  0.0   24416.0 582144.0 139588.7  984064.0   577081.5  5760.0 5500.0 640.0  603.8     161    7.437   7      3.769   11.206
52224.0 53760.0  0.0   24416.0 582144.0 453661.8  984064.0   577081.5  5760.0 5500.0 640.0  603.8     161    7.437   7      3.769   11.206
52224.0 50176.0 24352.0  0.0   590848.0 106290.2  984064.0   601513.5  5760.0 5500.0 640.0  603.8     162    7.492   7      3.769   11.261
52224.0 50176.0 24352.0  0.0   590848.0 413351.2  984064.0   601513.5  5760.0 5500.0 640.0  603.8     162    7.492   7      3.769   11.261
48640.0 50176.0  0.0   24736.0 590848.0 47250.1   984064.0   625897.5  5760.0 5500.0 640.0  603.8     163    7.545   7      3.769   11.314
48640.0 50176.0  0.0   24736.0 590848.0 275782.6  984064.0   625897.5  5760.0 5500.0 640.0  603.8     163    7.545   7      3.769   11.314
48640.0 50176.0  0.0   24736.0 590848.0 392152.3  984064.0   625897.5  5760.0 5500.0 640.0  603.8     163    7.545   7      3.769   11.314
