n	3
h	20
t	3
N	3000
k	3
MV	5
ID	Strategy	Direction	ArriveTime	Velocity	Ladder
3830001	ChooseCrossingFastestStrategy	L2R	1166	3	1
6820003	ChooseCrossingFastestStrategy	R2L	2064	5	2
8270002	ChooseCrossingFastestStrategy	L2R	2499	3	1
8270003	ChooseCrossingFastestStrategy	R2L	2498	1	2
8270001	ChooseCrossingFastestStrategy	L2R	2498	2	1
930002	ChooseCrossingFastestStrategy	L2R	296	1	1
2040003	ChooseCrossingFastestStrategy	R2L	630	4	2
930003	ChooseCrossingFastestStrategy	L2R	297	1	1
2040002	ChooseCrossingFastestStrategy	R2L	629	2	3
2040001	ChooseCrossingFastestStrategy	R2L	629	1	2
930001	ChooseCrossingFastestStrategy	R2L	296	1	2
1270003	ChooseCrossingFastestStrategy	R2L	398	5	2
4260001	ChooseCrossingFastestStrategy	R2L	1297	5	2
6480002	ChooseCrossingFastestStrategy	R2L	1961	4	2
1270002	ChooseCrossingFastestStrategy	L2R	399	2	1
6480003	ChooseCrossingFastestStrategy	R2L	1962	1	2
1270001	ChooseCrossingFastestStrategy	L2R	398	1	1
4260003	ChooseCrossingFastestStrategy	L2R	1295	3	1
4260002	ChooseCrossingFastestStrategy	R2L	1295	4	2
6480001	ChooseCrossingFastestStrategy	L2R	1961	3	1
3490001	ChooseCrossingFastestStrategy	L2R	1064	3	1
5710003	ChooseCrossingFastestStrategy	L2R	1730	2	1
5710002	ChooseCrossingFastestStrategy	R2L	1731	2	2
8700001	ChooseCrossingFastestStrategy	R2L	2627	2	2
3490003	ChooseCrossingFastestStrategy	R2L	1065	4	2
5710001	ChooseCrossingFastestStrategy	R2L	1730	3	2
8700002	ChooseCrossingFastestStrategy	L2R	2627	3	1
3490002	ChooseCrossingFastestStrategy	R2L	1064	1	2
8700003	ChooseCrossingFastestStrategy	R2L	2627	2	3
7930001	ChooseCrossingFastestStrategy	R2L	2396	1	2
7930003	ChooseCrossingFastestStrategy	R2L	2397	2	2
7930002	ChooseCrossingFastestStrategy	R2L	2396	4	3
160002	ChooseCrossingFastestStrategy	R2L	66	1	3
160003	ChooseCrossingFastestStrategy	L2R	65	4	1
6300001	ChooseCrossingFastestStrategy	R2L	1907	4	2
6300002	ChooseCrossingFastestStrategy	L2R	1907	5	1
160001	ChooseCrossingFastestStrategy	R2L	65	5	3
6300003	ChooseCrossingFastestStrategy	L2R	1907	2	3
7750002	ChooseCrossingFastestStrategy	R2L	2343	1	2
7750003	ChooseCrossingFastestStrategy	R2L	2344	2	2
7750001	ChooseCrossingFastestStrategy	R2L	2342	3	2
1610001	ChooseCrossingFastestStrategy	R2L	500	3	2
1610002	ChooseCrossingFastestStrategy	R2L	500	1	3
1610003	ChooseCrossingFastestStrategy	L2R	500	5	1
3060002	ChooseCrossingFastestStrategy	L2R	935	1	3
3060003	ChooseCrossingFastestStrategy	L2R	936	3	1
9200001	ChooseCrossingFastestStrategy	L2R	2777	5	1
9200002	ChooseCrossingFastestStrategy	L2R	2778	3	1
3060001	ChooseCrossingFastestStrategy	L2R	935	4	1
9200003	ChooseCrossingFastestStrategy	L2R	2779	3	1
4850002	ChooseCrossingFastestStrategy	L2R	1472	1	3
5960002	ChooseCrossingFastestStrategy	L2R	1805	3	1
4850003	ChooseCrossingFastestStrategy	L2R	1473	2	1
5960003	ChooseCrossingFastestStrategy	L2R	1805	1	3
4850001	ChooseCrossingFastestStrategy	L2R	1472	2	1
5960001	ChooseCrossingFastestStrategy	R2L	1805	3	2
7410001	ChooseCrossingFastestStrategy	R2L	2240	2	2
7410003	ChooseCrossingFastestStrategy	L2R	2240	1	1
7410002	ChooseCrossingFastestStrategy	R2L	2240	4	3
500003	ChooseCrossingFastestStrategy	L2R	168	4	1
500002	ChooseCrossingFastestStrategy	L2R	167	2	1
500001	ChooseCrossingFastestStrategy	R2L	167	5	2
2720001	ChooseCrossingFastestStrategy	R2L	833	3	2
2720003	ChooseCrossingFastestStrategy	L2R	834	5	1
2720002	ChooseCrossingFastestStrategy	L2R	833	5	1
1950001	ChooseCrossingFastestStrategy	R2L	602	1	2
4170003	ChooseCrossingFastestStrategy	R2L	1269	3	2
4170002	ChooseCrossingFastestStrategy	R2L	1268	4	2
1950003	ChooseCrossingFastestStrategy	L2R	603	1	1
4170001	ChooseCrossingFastestStrategy	L2R	1268	3	1
1950002	ChooseCrossingFastestStrategy	L2R	602	4	1
9540001	ChooseCrossingFastestStrategy	L2R	2879	4	1
8430001	ChooseCrossingFastestStrategy	L2R	2548	4	1
8430002	ChooseCrossingFastestStrategy	R2L	2546	1	2
9540003	ChooseCrossingFastestStrategy	L2R	2880	2	1
8430003	ChooseCrossingFastestStrategy	L2R	2546	5	1
9540002	ChooseCrossingFastestStrategy	L2R	2880	4	1
5190003	ChooseCrossingFastestStrategy	L2R	1574	4	1
5190002	ChooseCrossingFastestStrategy	R2L	1575	3	2
5190001	ChooseCrossingFastestStrategy	R2L	1574	2	2
840001	ChooseCrossingFastestStrategy	R2L	269	2	2
840002	ChooseCrossingFastestStrategy	L2R	269	4	1
840003	ChooseCrossingFastestStrategy	R2L	269	3	3
5280001	ChooseCrossingFastestStrategy	L2R	1601	2	1
5280002	ChooseCrossingFastestStrategy	L2R	1601	4	3
5280003	ChooseCrossingFastestStrategy	R2L	1601	5	2
8770001	ChooseCrossingFastestStrategy	L2R	2648	3	1
9880002	ChooseCrossingFastestStrategy	L2R	2981	2	1
9880003	ChooseCrossingFastestStrategy	L2R	2982	4	1
8770003	ChooseCrossingFastestStrategy	L2R	2650	1	1
8770002	ChooseCrossingFastestStrategy	L2R	2649	1	1
9880001	ChooseCrossingFastestStrategy	R2L	2981	5	2
3740001	ChooseCrossingFastestStrategy	L2R	1139	1	1
7070003	ChooseCrossingFastestStrategy	L2R	2138	4	3
2630001	ChooseCrossingFastestStrategy	L2R	806	1	1
7070002	ChooseCrossingFastestStrategy	L2R	2138	3	1
2630002	ChooseCrossingFastestStrategy	L2R	807	1	1
3740003	ChooseCrossingFastestStrategy	R2L	1139	1	2
7070001	ChooseCrossingFastestStrategy	R2L	2138	5	2
2630003	ChooseCrossingFastestStrategy	R2L	806	4	2
3740002	ChooseCrossingFastestStrategy	L2R	1139	5	3
8180001	ChooseCrossingFastestStrategy	L2R	2471	2	1
8180002	ChooseCrossingFastestStrategy	L2R	2472	5	1
8180003	ChooseCrossingFastestStrategy	R2L	2471	4	2
70001	ChooseCrossingFastestStrategy	R2L	38	4	3
1180002	ChooseCrossingFastestStrategy	L2R	371	2	1
2290002	ChooseCrossingFastestStrategy	R2L	704	2	3
3400003	ChooseCrossingFastestStrategy	L2R	1037	4	1
1180003	ChooseCrossingFastestStrategy	R2L	371	1	3
2290003	ChooseCrossingFastestStrategy	R2L	705	2	2
3400002	ChooseCrossingFastestStrategy	R2L	1038	2	2
70003	ChooseCrossingFastestStrategy	R2L	39	5	3
3400001	ChooseCrossingFastestStrategy	R2L	1037	4	2
70002	ChooseCrossingFastestStrategy	L2R	38	3	1
1180001	ChooseCrossingFastestStrategy	R2L	371	5	2
2290001	ChooseCrossingFastestStrategy	R2L	704	1	2
5620001	ChooseCrossingFastestStrategy	L2R	1703	5	1
6730002	ChooseCrossingFastestStrategy	L2R	2036	3	3
7840003	ChooseCrossingFastestStrategy	L2R	2371	3	1
4510001	ChooseCrossingFastestStrategy	L2R	1370	2	1
6730003	ChooseCrossingFastestStrategy	R2L	2036	3	2
7840002	ChooseCrossingFastestStrategy	L2R	2370	1	1
4510002	ChooseCrossingFastestStrategy	L2R	1370	1	3
5620003	ChooseCrossingFastestStrategy	R2L	1703	5	2
7840001	ChooseCrossingFastestStrategy	L2R	2369	3	1
4510003	ChooseCrossingFastestStrategy	R2L	1370	4	2
5620002	ChooseCrossingFastestStrategy	L2R	1703	3	3
6730001	ChooseCrossingFastestStrategy	L2R	2036	5	1
9110003	ChooseCrossingFastestStrategy	L2R	2751	1	1
9110002	ChooseCrossingFastestStrategy	L2R	2750	4	1
9110001	ChooseCrossingFastestStrategy	R2L	2750	2	2
3310002	ChooseCrossingFastestStrategy	L2R	1010	3	3
3310003	ChooseCrossingFastestStrategy	L2R	1011	2	1
3310001	ChooseCrossingFastestStrategy	L2R	1010	2	1
4760001	ChooseCrossingFastestStrategy	R2L	1445	1	2
4760002	ChooseCrossingFastestStrategy	R2L	1446	4	2
4760003	ChooseCrossingFastestStrategy	R2L	1447	2	2
6210002	ChooseCrossingFastestStrategy	L2R	1880	3	3
6210003	ChooseCrossingFastestStrategy	L2R	1881	1	1
6210001	ChooseCrossingFastestStrategy	L2R	1880	4	1
6550003	ChooseCrossingFastestStrategy	R2L	1983	3	2
6550002	ChooseCrossingFastestStrategy	L2R	1982	1	1
6550001	ChooseCrossingFastestStrategy	R2L	1982	1	2
410002	ChooseCrossingFastestStrategy	R2L	140	3	2
1520003	ChooseCrossingFastestStrategy	R2L	473	1	3
410003	ChooseCrossingFastestStrategy	R2L	140	3	3
1520002	ChooseCrossingFastestStrategy	R2L	473	4	2
7660001	ChooseCrossingFastestStrategy	L2R	2315	2	1
1520001	ChooseCrossingFastestStrategy	L2R	473	2	1
7660002	ChooseCrossingFastestStrategy	L2R	2315	2	3
410001	ChooseCrossingFastestStrategy	L2R	140	2	1
7660003	ChooseCrossingFastestStrategy	L2R	2316	2	1
9290001	ChooseCrossingFastestStrategy	R2L	2804	2	2
9290003	ChooseCrossingFastestStrategy	R2L	2804	5	3
9290002	ChooseCrossingFastestStrategy	L2R	2804	3	1
9630002	ChooseCrossingFastestStrategy	R2L	2906	1	2
9630003	ChooseCrossingFastestStrategy	R2L	2906	4	3
9630001	ChooseCrossingFastestStrategy	L2R	2906	4	1
5100001	ChooseCrossingFastestStrategy	R2L	1547	1	2
7320003	ChooseCrossingFastestStrategy	L2R	2215	5	1
7320002	ChooseCrossingFastestStrategy	L2R	2214	3	1
5100003	ChooseCrossingFastestStrategy	L2R	1547	1	1
7320001	ChooseCrossingFastestStrategy	L2R	2213	4	1
5100002	ChooseCrossingFastestStrategy	R2L	1548	1	2
750003	ChooseCrossingFastestStrategy	R2L	242	2	3
750002	ChooseCrossingFastestStrategy	R2L	242	4	2
750001	ChooseCrossingFastestStrategy	L2R	242	4	1
2970001	ChooseCrossingFastestStrategy	R2L	908	5	2
4080002	ChooseCrossingFastestStrategy	L2R	1241	4	1
1860001	ChooseCrossingFastestStrategy	R2L	575	2	2
4080003	ChooseCrossingFastestStrategy	R2L	1242	2	2
1860002	ChooseCrossingFastestStrategy	L2R	575	3	1
2970003	ChooseCrossingFastestStrategy	L2R	908	2	1
1860003	ChooseCrossingFastestStrategy	L2R	576	3	1
2970002	ChooseCrossingFastestStrategy	R2L	909	3	2
4080001	ChooseCrossingFastestStrategy	R2L	1241	3	2
8520002	ChooseCrossingFastestStrategy	L2R	2574	1	1
1090001	ChooseCrossingFastestStrategy	L2R	344	3	1
8520003	ChooseCrossingFastestStrategy	L2R	2575	3	1
1090002	ChooseCrossingFastestStrategy	L2R	345	5	1
1090003	ChooseCrossingFastestStrategy	L2R	345	5	1
8520001	ChooseCrossingFastestStrategy	L2R	2573	1	1
2540002	ChooseCrossingFastestStrategy	R2L	779	2	3
2540003	ChooseCrossingFastestStrategy	L2R	779	5	1
5530001	ChooseCrossingFastestStrategy	L2R	1676	4	1
5530002	ChooseCrossingFastestStrategy	R2L	1676	5	2
2540001	ChooseCrossingFastestStrategy	R2L	779	4	2
5530003	ChooseCrossingFastestStrategy	L2R	1676	2	3
6980002	ChooseCrossingFastestStrategy	R2L	2112	4	2
6980003	ChooseCrossingFastestStrategy	L2R	2111	3	1
9970001	ChooseCrossingFastestStrategy	L2R	3008	2	1
9970002	ChooseCrossingFastestStrategy	R2L	3008	1	2
6980001	ChooseCrossingFastestStrategy	R2L	2111	3	2
9970003	ChooseCrossingFastestStrategy	L2R	3009	2	1
3990001	ChooseCrossingFastestStrategy	R2L	1214	4	2
3990002	ChooseCrossingFastestStrategy	L2R	1214	2	1
3990003	ChooseCrossingFastestStrategy	L2R	1214	2	3
2200001	ChooseCrossingFastestStrategy	L2R	677	2	1
4420003	ChooseCrossingFastestStrategy	R2L	1344	5	2
4420002	ChooseCrossingFastestStrategy	L2R	1333	4	3
2200003	ChooseCrossingFastestStrategy	R2L	677	3	3
4420001	ChooseCrossingFastestStrategy	R2L	1343	2	2
2200002	ChooseCrossingFastestStrategy	R2L	677	5	2
1430001	ChooseCrossingFastestStrategy	R2L	446	1	2
3650003	ChooseCrossingFastestStrategy	L2R	1113	2	1
6640001	ChooseCrossingFastestStrategy	R2L	2009	5	2
8860003	ChooseCrossingFastestStrategy	L2R	2675	2	1
3650002	ChooseCrossingFastestStrategy	L2R	1112	4	3
8860002	ChooseCrossingFastestStrategy	R2L	2675	2	3
1430003	ChooseCrossingFastestStrategy	L2R	446	1	1
3650001	ChooseCrossingFastestStrategy	L2R	1112	2	1
6640003	ChooseCrossingFastestStrategy	R2L	2010	1	2
8860001	ChooseCrossingFastestStrategy	R2L	2675	1	2
1430002	ChooseCrossingFastestStrategy	R2L	446	1	3
6640002	ChooseCrossingFastestStrategy	L2R	2009	2	1
5870001	ChooseCrossingFastestStrategy	L2R	1778	2	1
8090003	ChooseCrossingFastestStrategy	R2L	2444	2	3
8090002	ChooseCrossingFastestStrategy	R2L	2444	2	2
5870003	ChooseCrossingFastestStrategy	R2L	1778	4	2
8090001	ChooseCrossingFastestStrategy	L2R	2444	1	1
5870002	ChooseCrossingFastestStrategy	L2R	1778	3	3
6460002	ChooseCrossingFastestStrategy	R2L	1955	3	2
6460003	ChooseCrossingFastestStrategy	L2R	1955	1	3
6460001	ChooseCrossingFastestStrategy	L2R	1955	3	1
320001	ChooseCrossingFastestStrategy	R2L	113	5	2
320002	ChooseCrossingFastestStrategy	R2L	113	3	3
320003	ChooseCrossingFastestStrategy	R2L	114	1	2
1770003	ChooseCrossingFastestStrategy	R2L	549	5	2
1770002	ChooseCrossingFastestStrategy	R2L	533	5	3
7910001	ChooseCrossingFastestStrategy	L2R	2390	4	1
1770001	ChooseCrossingFastestStrategy	R2L	548	3	2
7910002	ChooseCrossingFastestStrategy	R2L	2390	3	2
7910003	ChooseCrossingFastestStrategy	L2R	2391	5	1
9360002	ChooseCrossingFastestStrategy	L2R	2825	3	1
9360003	ChooseCrossingFastestStrategy	R2L	2825	2	3
9360001	ChooseCrossingFastestStrategy	R2L	2825	2	2
3220001	ChooseCrossingFastestStrategy	L2R	983	2	1
2110001	ChooseCrossingFastestStrategy	L2R	650	4	1
2110002	ChooseCrossingFastestStrategy	R2L	650	3	2
3220003	ChooseCrossingFastestStrategy	R2L	984	1	2
2110003	ChooseCrossingFastestStrategy	L2R	651	1	1
3220002	ChooseCrossingFastestStrategy	R2L	983	1	2
6120001	ChooseCrossingFastestStrategy	R2L	1853	3	2
5010001	ChooseCrossingFastestStrategy	L2R	1520	4	1
5010002	ChooseCrossingFastestStrategy	L2R	1520	3	3
6120003	ChooseCrossingFastestStrategy	R2L	1855	4	2
5010003	ChooseCrossingFastestStrategy	R2L	1520	3	2
6120002	ChooseCrossingFastestStrategy	R2L	1854	2	2
5350001	ChooseCrossingFastestStrategy	L2R	1622	2	1
7570003	ChooseCrossingFastestStrategy	L2R	2274	5	3
7570002	ChooseCrossingFastestStrategy	L2R	2289	3	1
5350003	ChooseCrossingFastestStrategy	R2L	1622	1	2
7570001	ChooseCrossingFastestStrategy	L2R	2288	1	1
5350002	ChooseCrossingFastestStrategy	L2R	1622	3	3
660002	ChooseCrossingFastestStrategy	L2R	215	1	1
2880003	ChooseCrossingFastestStrategy	L2R	881	5	1
660003	ChooseCrossingFastestStrategy	R2L	215	4	3
2880002	ChooseCrossingFastestStrategy	R2L	882	5	2
2880001	ChooseCrossingFastestStrategy	R2L	881	5	2
660001	ChooseCrossingFastestStrategy	R2L	215	5	2
8590003	ChooseCrossingFastestStrategy	R2L	2594	4	2
8590002	ChooseCrossingFastestStrategy	L2R	2594	4	1
8590001	ChooseCrossingFastestStrategy	L2R	2596	4	1
9700001	ChooseCrossingFastestStrategy	L2R	2927	3	1
9700002	ChooseCrossingFastestStrategy	R2L	2927	5	2
9700003	ChooseCrossingFastestStrategy	R2L	2927	5	3
1000003	ChooseCrossingFastestStrategy	L2R	318	1	1
1000002	ChooseCrossingFastestStrategy	L2R	317	3	1
1000001	ChooseCrossingFastestStrategy	R2L	317	5	2
4330002	ChooseCrossingFastestStrategy	R2L	1317	2	2
5440003	ChooseCrossingFastestStrategy	L2R	1649	4	3
4330003	ChooseCrossingFastestStrategy	R2L	1318	4	2
5440002	ChooseCrossingFastestStrategy	R2L	1649	1	2
5440001	ChooseCrossingFastestStrategy	L2R	1649	2	1
4330001	ChooseCrossingFastestStrategy	R2L	1316	5	2
2790002	ChooseCrossingFastestStrategy	R2L	854	2	2
3900003	ChooseCrossingFastestStrategy	L2R	1187	1	3
2790003	ChooseCrossingFastestStrategy	R2L	855	1	2
3900002	ChooseCrossingFastestStrategy	L2R	1187	2	1
8930001	ChooseCrossingFastestStrategy	L2R	2696	4	1
3900001	ChooseCrossingFastestStrategy	R2L	1187	5	2
8930002	ChooseCrossingFastestStrategy	R2L	2696	3	2
2790001	ChooseCrossingFastestStrategy	L2R	854	5	1
8930003	ChooseCrossingFastestStrategy	R2L	2696	4	3
7230002	ChooseCrossingFastestStrategy	R2L	2186	3	3
8340003	ChooseCrossingFastestStrategy	L2R	2519	4	1
7230003	ChooseCrossingFastestStrategy	R2L	2187	3	2
8340002	ChooseCrossingFastestStrategy	R2L	2519	2	3
8340001	ChooseCrossingFastestStrategy	R2L	2519	1	2
7230001	ChooseCrossingFastestStrategy	R2L	2186	1	2
230003	ChooseCrossingFastestStrategy	R2L	86	5	3
230002	ChooseCrossingFastestStrategy	L2R	86	3	1
230001	ChooseCrossingFastestStrategy	R2L	86	2	2
2450001	ChooseCrossingFastestStrategy	L2R	752	2	1
3560002	ChooseCrossingFastestStrategy	L2R	1085	1	1
4670003	ChooseCrossingFastestStrategy	L2R	1418	3	1
1340001	ChooseCrossingFastestStrategy	R2L	419	4	2
3560003	ChooseCrossingFastestStrategy	R2L	1086	5	2
4670002	ChooseCrossingFastestStrategy	R2L	1419	1	2
1340002	ChooseCrossingFastestStrategy	L2R	419	5	1
2450003	ChooseCrossingFastestStrategy	L2R	754	4	1
4670001	ChooseCrossingFastestStrategy	R2L	1418	3	2
1340003	ChooseCrossingFastestStrategy	R2L	419	4	3
