n	3
h	20
t	3
N	3000
k	3
MV	5
ID	Strategy	Direction	ArriveTime	Velocity	Ladder
2450002	ChooseCrossingFastestStrategy	L2R	753	1	1
3560001	ChooseCrossingFastestStrategy	R2L	1085	3	2
6890001	ChooseCrossingFastestStrategy	L2R	2084	4	1
8000002	ChooseCrossingFastestStrategy	L2R	2418	5	1
5780001	ChooseCrossingFastestStrategy	R2L	1751	5	2
8000003	ChooseCrossingFastestStrategy	L2R	2419	4	1
5780002	ChooseCrossingFastestStrategy	L2R	1751	2	1
6890003	ChooseCrossingFastestStrategy	R2L	2084	4	2
5780003	ChooseCrossingFastestStrategy	R2L	1752	1	2
6890002	ChooseCrossingFastestStrategy	L2R	2084	4	3
8000001	ChooseCrossingFastestStrategy	L2R	2417	1	1
9270001	ChooseCrossingFastestStrategy	L2R	2798	3	1
9270003	ChooseCrossingFastestStrategy	R2L	2798	4	3
9270002	ChooseCrossingFastestStrategy	R2L	2798	5	2
9450001	ChooseCrossingFastestStrategy	L2R	2852	3	1
9450002	ChooseCrossingFastestStrategy	R2L	2852	2	2
9450003	ChooseCrossingFastestStrategy	R2L	2852	2	3
3470001	ChooseCrossingFastestStrategy	R2L	1058	4	2
3470002	ChooseCrossingFastestStrategy	L2R	1058	3	1
3470003	ChooseCrossingFastestStrategy	R2L	1059	3	2
4920003	ChooseCrossingFastestStrategy	R2L	1493	3	2
4920002	ChooseCrossingFastestStrategy	L2R	1493	1	3
4920001	ChooseCrossingFastestStrategy	L2R	1493	5	1
6710002	ChooseCrossingFastestStrategy	R2L	2031	3	2
7820003	ChooseCrossingFastestStrategy	R2L	2365	1	3
6710003	ChooseCrossingFastestStrategy	R2L	2032	5	2
7820002	ChooseCrossingFastestStrategy	R2L	2364	2	2
7820001	ChooseCrossingFastestStrategy	R2L	2363	1	2
6710001	ChooseCrossingFastestStrategy	R2L	2030	5	2
1680001	ChooseCrossingFastestStrategy	L2R	524	2	1
570001	ChooseCrossingFastestStrategy	R2L	188	4	2
570002	ChooseCrossingFastestStrategy	L2R	188	5	1
1680003	ChooseCrossingFastestStrategy	L2R	522	2	1
570003	ChooseCrossingFastestStrategy	R2L	188	3	3
1680002	ChooseCrossingFastestStrategy	L2R	521	5	1
9790001	ChooseCrossingFastestStrategy	L2R	2954	2	1
9790003	ChooseCrossingFastestStrategy	R2L	2954	1	3
9790002	ChooseCrossingFastestStrategy	R2L	2954	1	2
6370001	ChooseCrossingFastestStrategy	L2R	1928	1	1
7480002	ChooseCrossingFastestStrategy	R2L	2261	4	2
5260001	ChooseCrossingFastestStrategy	L2R	1595	3	1
7480003	ChooseCrossingFastestStrategy	L2R	2262	3	1
5260002	ChooseCrossingFastestStrategy	L2R	1595	5	3
6370003	ChooseCrossingFastestStrategy	L2R	1929	2	1
5260003	ChooseCrossingFastestStrategy	R2L	1595	3	2
6370002	ChooseCrossingFastestStrategy	L2R	1928	5	3
7480001	ChooseCrossingFastestStrategy	L2R	2261	5	1
910001	ChooseCrossingFastestStrategy	R2L	290	2	2
2020002	ChooseCrossingFastestStrategy	R2L	623	4	2
3130003	ChooseCrossingFastestStrategy	R2L	957	5	2
2020003	ChooseCrossingFastestStrategy	R2L	623	1	3
3130002	ChooseCrossingFastestStrategy	R2L	957	2	2
910003	ChooseCrossingFastestStrategy	L2R	290	4	1
3130001	ChooseCrossingFastestStrategy	R2L	956	5	2
910002	ChooseCrossingFastestStrategy	R2L	290	4	3
2020001	ChooseCrossingFastestStrategy	L2R	623	3	1
1250003	ChooseCrossingFastestStrategy	L2R	393	2	1
1250002	ChooseCrossingFastestStrategy	L2R	392	3	1
4240001	ChooseCrossingFastestStrategy	L2R	1289	1	1
1250001	ChooseCrossingFastestStrategy	R2L	392	2	2
4240002	ChooseCrossingFastestStrategy	R2L	1289	1	2
4240003	ChooseCrossingFastestStrategy	R2L	1290	2	2
5690002	ChooseCrossingFastestStrategy	R2L	1724	1	2
5690003	ChooseCrossingFastestStrategy	R2L	1725	3	2
8680001	ChooseCrossingFastestStrategy	R2L	2621	1	2
8680002	ChooseCrossingFastestStrategy	R2L	2621	5	3
5690001	ChooseCrossingFastestStrategy	L2R	1724	1	1
8680003	ChooseCrossingFastestStrategy	R2L	2622	5	2
2700001	ChooseCrossingFastestStrategy	L2R	828	2	1
2700003	ChooseCrossingFastestStrategy	L2R	827	5	1
2700002	ChooseCrossingFastestStrategy	R2L	827	2	2
4150003	ChooseCrossingFastestStrategy	R2L	1263	4	2
4150002	ChooseCrossingFastestStrategy	R2L	1262	5	2
7140001	ChooseCrossingFastestStrategy	R2L	2159	3	2
4150001	ChooseCrossingFastestStrategy	L2R	1262	3	1
7140002	ChooseCrossingFastestStrategy	R2L	2160	4	2
7140003	ChooseCrossingFastestStrategy	L2R	2159	5	1
140002	ChooseCrossingFastestStrategy	R2L	61	5	3
140003	ChooseCrossingFastestStrategy	L2R	59	1	1
140001	ChooseCrossingFastestStrategy	R2L	60	5	3
4580001	ChooseCrossingFastestStrategy	R2L	1391	4	2
6800003	ChooseCrossingFastestStrategy	L2R	2057	1	3
2360001	ChooseCrossingFastestStrategy	L2R	725	4	1
6800002	ChooseCrossingFastestStrategy	L2R	2057	4	1
2360002	ChooseCrossingFastestStrategy	L2R	726	3	1
4580003	ChooseCrossingFastestStrategy	R2L	1393	2	2
6800001	ChooseCrossingFastestStrategy	R2L	2057	4	2
2360003	ChooseCrossingFastestStrategy	R2L	725	4	2
4580002	ChooseCrossingFastestStrategy	R2L	1392	2	2
3810002	ChooseCrossingFastestStrategy	L2R	1160	4	3
9020001	ChooseCrossingFastestStrategy	R2L	2723	4	2
1590001	ChooseCrossingFastestStrategy	R2L	494	1	2
3810003	ChooseCrossingFastestStrategy	R2L	1160	2	2
1590002	ChooseCrossingFastestStrategy	R2L	494	4	3
9020003	ChooseCrossingFastestStrategy	R2L	2724	5	2
1590003	ChooseCrossingFastestStrategy	R2L	495	5	2
3810001	ChooseCrossingFastestStrategy	L2R	1160	3	1
9020002	ChooseCrossingFastestStrategy	R2L	2723	5	3
8250001	ChooseCrossingFastestStrategy	R2L	2492	2	2
6030001	ChooseCrossingFastestStrategy	R2L	1826	3	2
6030002	ChooseCrossingFastestStrategy	L2R	1826	3	1
8250003	ChooseCrossingFastestStrategy	R2L	2492	3	3
6030003	ChooseCrossingFastestStrategy	L2R	1826	5	3
8250002	ChooseCrossingFastestStrategy	L2R	2492	2	1
480003	ChooseCrossingFastestStrategy	L2R	162	4	1
6620001	ChooseCrossingFastestStrategy	L2R	2003	2	1
480002	ChooseCrossingFastestStrategy	L2R	161	5	1
480001	ChooseCrossingFastestStrategy	R2L	161	3	2
6620003	ChooseCrossingFastestStrategy	R2L	2003	4	2
6620002	ChooseCrossingFastestStrategy	L2R	2003	2	3
8070003	ChooseCrossingFastestStrategy	R2L	2439	5	2
8070002	ChooseCrossingFastestStrategy	R2L	2438	3	3
8070001	ChooseCrossingFastestStrategy	R2L	2438	2	2
1930001	ChooseCrossingFastestStrategy	R2L	596	5	2
1930003	ChooseCrossingFastestStrategy	R2L	597	5	2
1930002	ChooseCrossingFastestStrategy	R2L	596	5	3
2270002	ChooseCrossingFastestStrategy	R2L	698	5	2
3380003	ChooseCrossingFastestStrategy	L2R	1032	3	1
9520001	ChooseCrossingFastestStrategy	R2L	2873	4	2
2270003	ChooseCrossingFastestStrategy	L2R	699	1	1
3380002	ChooseCrossingFastestStrategy	L2R	1031	5	3
8410001	ChooseCrossingFastestStrategy	R2L	2540	1	2
3380001	ChooseCrossingFastestStrategy	L2R	1031	2	1
8410002	ChooseCrossingFastestStrategy	L2R	2540	4	1
9520003	ChooseCrossingFastestStrategy	R2L	2873	3	3
2270001	ChooseCrossingFastestStrategy	L2R	698	2	1
8410003	ChooseCrossingFastestStrategy	R2L	2540	3	3
9520002	ChooseCrossingFastestStrategy	L2R	2873	3	1
5170002	ChooseCrossingFastestStrategy	R2L	1568	1	2
6280003	ChooseCrossingFastestStrategy	L2R	1901	1	3
5170003	ChooseCrossingFastestStrategy	L2R	1568	5	3
6280002	ChooseCrossingFastestStrategy	R2L	1901	3	2
6280001	ChooseCrossingFastestStrategy	L2R	1901	5	1
5170001	ChooseCrossingFastestStrategy	L2R	1568	5	1
7730001	ChooseCrossingFastestStrategy	L2R	2336	4	1
5510001	ChooseCrossingFastestStrategy	L2R	1670	5	1
5510002	ChooseCrossingFastestStrategy	R2L	1670	4	2
7730003	ChooseCrossingFastestStrategy	R2L	2336	2	2
5510003	ChooseCrossingFastestStrategy	R2L	1671	5	2
7730002	ChooseCrossingFastestStrategy	L2R	2336	4	3
3040002	ChooseCrossingFastestStrategy	R2L	929	5	2
820001	ChooseCrossingFastestStrategy	L2R	263	4	1
3040003	ChooseCrossingFastestStrategy	L2R	929	2	3
820002	ChooseCrossingFastestStrategy	R2L	263	5	2
820003	ChooseCrossingFastestStrategy	R2L	263	4	3
3040001	ChooseCrossingFastestStrategy	L2R	929	3	1
8750001	ChooseCrossingFastestStrategy	R2L	2642	4	2
9860002	ChooseCrossingFastestStrategy	L2R	2975	5	1
9860003	ChooseCrossingFastestStrategy	L2R	2976	1	1
8750003	ChooseCrossingFastestStrategy	R2L	2642	3	3
8750002	ChooseCrossingFastestStrategy	L2R	2642	5	1
9860001	ChooseCrossingFastestStrategy	R2L	2975	4	2
7390001	ChooseCrossingFastestStrategy	L2R	2234	3	1
7390002	ChooseCrossingFastestStrategy	L2R	2235	3	1
7390003	ChooseCrossingFastestStrategy	L2R	2236	1	1
1160001	ChooseCrossingFastestStrategy	L2R	365	5	1
50001	ChooseCrossingFastestStrategy	R2L	32	1	3
50002	ChooseCrossingFastestStrategy	L2R	32	3	1
1160003	ChooseCrossingFastestStrategy	R2L	365	5	2
50003	ChooseCrossingFastestStrategy	L2R	32	1	2
1160002	ChooseCrossingFastestStrategy	L2R	366	5	1
5600001	ChooseCrossingFastestStrategy	L2R	1697	3	1
4490001	ChooseCrossingFastestStrategy	L2R	1364	1	1
4490002	ChooseCrossingFastestStrategy	R2L	1364	2	2
5600003	ChooseCrossingFastestStrategy	R2L	1697	1	2
4490003	ChooseCrossingFastestStrategy	L2R	1364	4	3
5600002	ChooseCrossingFastestStrategy	L2R	1697	1	3
9090002	ChooseCrossingFastestStrategy	R2L	2744	2	3
9090003	ChooseCrossingFastestStrategy	L2R	2744	5	1
9090001	ChooseCrossingFastestStrategy	R2L	2744	2	2
2950001	ChooseCrossingFastestStrategy	R2L	902	5	2
4060001	ChooseCrossingFastestStrategy	L2R	1235	3	1
2950003	ChooseCrossingFastestStrategy	R2L	903	4	2
4060003	ChooseCrossingFastestStrategy	R2L	1235	2	2
2950002	ChooseCrossingFastestStrategy	L2R	902	2	1
4060002	ChooseCrossingFastestStrategy	L2R	1235	2	3
390001	ChooseCrossingFastestStrategy	L2R	134	3	1
1500002	ChooseCrossingFastestStrategy	L2R	467	3	1
2610003	ChooseCrossingFastestStrategy	R2L	800	2	3
1500003	ChooseCrossingFastestStrategy	R2L	467	1	3
2610002	ChooseCrossingFastestStrategy	R2L	800	1	2
390003	ChooseCrossingFastestStrategy	L2R	135	2	1
2610001	ChooseCrossingFastestStrategy	L2R	800	5	1
390002	ChooseCrossingFastestStrategy	R2L	134	1	2
1500001	ChooseCrossingFastestStrategy	R2L	467	5	2
4830001	ChooseCrossingFastestStrategy	L2R	1466	1	1
5940002	ChooseCrossingFastestStrategy	L2R	1799	2	1
7050003	ChooseCrossingFastestStrategy	L2R	2132	4	3
3720001	ChooseCrossingFastestStrategy	R2L	1133	3	2
5940003	ChooseCrossingFastestStrategy	L2R	1799	4	3
7050002	ChooseCrossingFastestStrategy	R2L	2132	4	2
3720002	ChooseCrossingFastestStrategy	R2L	1134	1	2
4830003	ChooseCrossingFastestStrategy	L2R	1466	5	3
7050001	ChooseCrossingFastestStrategy	L2R	2132	2	1
3720003	ChooseCrossingFastestStrategy	R2L	1135	1	2
4830002	ChooseCrossingFastestStrategy	R2L	1466	1	2
5940001	ChooseCrossingFastestStrategy	R2L	1799	5	2
9430003	ChooseCrossingFastestStrategy	R2L	2846	2	3
8160001	ChooseCrossingFastestStrategy	L2R	2465	2	1
9430002	ChooseCrossingFastestStrategy	R2L	2846	1	2
8160002	ChooseCrossingFastestStrategy	L2R	2466	1	1
9430001	ChooseCrossingFastestStrategy	L2R	2846	2	1
8160003	ChooseCrossingFastestStrategy	L2R	2467	1	1
2180001	ChooseCrossingFastestStrategy	L2R	671	3	1
9610002	ChooseCrossingFastestStrategy	L2R	2901	1	1
9610003	ChooseCrossingFastestStrategy	R2L	2900	4	2
2180003	ChooseCrossingFastestStrategy	R2L	671	2	2
2180002	ChooseCrossingFastestStrategy	L2R	672	1	1
9610001	ChooseCrossingFastestStrategy	L2R	2900	3	1
3630003	ChooseCrossingFastestStrategy	L2R	1107	3	1
3630002	ChooseCrossingFastestStrategy	L2R	1106	1	3
3630001	ChooseCrossingFastestStrategy	L2R	1106	2	1
5080001	ChooseCrossingFastestStrategy	R2L	1541	5	2
5080003	ChooseCrossingFastestStrategy	L2R	1541	5	1
5080002	ChooseCrossingFastestStrategy	R2L	1542	2	2
730003	ChooseCrossingFastestStrategy	L2R	236	5	1
7980001	ChooseCrossingFastestStrategy	R2L	2411	5	2
730002	ChooseCrossingFastestStrategy	R2L	236	2	2
6870001	ChooseCrossingFastestStrategy	L2R	2078	2	1
730001	ChooseCrossingFastestStrategy	R2L	236	1	3
6870002	ChooseCrossingFastestStrategy	R2L	2078	1	2
7980003	ChooseCrossingFastestStrategy	R2L	2411	4	3
6870003	ChooseCrossingFastestStrategy	L2R	2078	3	3
7980002	ChooseCrossingFastestStrategy	L2R	2411	3	1
1840001	ChooseCrossingFastestStrategy	L2R	569	2	1
1840002	ChooseCrossingFastestStrategy	R2L	569	1	2
1840003	ChooseCrossingFastestStrategy	L2R	570	5	1
3290002	ChooseCrossingFastestStrategy	R2L	1004	3	2
8500001	ChooseCrossingFastestStrategy	L2R	2567	5	1
1070001	ChooseCrossingFastestStrategy	L2R	338	4	1
3290003	ChooseCrossingFastestStrategy	L2R	1004	4	3
1070002	ChooseCrossingFastestStrategy	R2L	338	1	2
8500003	ChooseCrossingFastestStrategy	L2R	2568	1	1
1070003	ChooseCrossingFastestStrategy	R2L	338	1	3
3290001	ChooseCrossingFastestStrategy	L2R	1004	2	1
8500002	ChooseCrossingFastestStrategy	R2L	2567	5	2
9950003	ChooseCrossingFastestStrategy	L2R	3003	5	1
9950002	ChooseCrossingFastestStrategy	L2R	3002	1	1
9950001	ChooseCrossingFastestStrategy	R2L	3002	2	2
4310001	ChooseCrossingFastestStrategy	L2R	1310	4	1
5420002	ChooseCrossingFastestStrategy	R2L	1643	3	2
6530003	ChooseCrossingFastestStrategy	L2R	1977	2	1
5420003	ChooseCrossingFastestStrategy	R2L	1644	2	2
6530002	ChooseCrossingFastestStrategy	L2R	1976	2	3
4310003	ChooseCrossingFastestStrategy	R2L	1311	2	2
6530001	ChooseCrossingFastestStrategy	L2R	1976	2	1
4310002	ChooseCrossingFastestStrategy	R2L	1310	5	2
5420001	ChooseCrossingFastestStrategy	L2R	1643	3	1
7640001	ChooseCrossingFastestStrategy	R2L	2309	5	2
7640002	ChooseCrossingFastestStrategy	L2R	2309	2	1
7640003	ChooseCrossingFastestStrategy	R2L	2310	5	2
4400003	ChooseCrossingFastestStrategy	L2R	1327	4	3
4400002	ChooseCrossingFastestStrategy	R2L	1338	1	2
4400001	ChooseCrossingFastestStrategy	R2L	1337	5	2
1410001	ChooseCrossingFastestStrategy	R2L	440	5	2
8840002	ChooseCrossingFastestStrategy	L2R	2670	4	1
8840003	ChooseCrossingFastestStrategy	L2R	2671	4	1
1410003	ChooseCrossingFastestStrategy	L2R	440	4	1
1410002	ChooseCrossingFastestStrategy	R2L	440	4	3
8840001	ChooseCrossingFastestStrategy	L2R	2669	2	1
2860003	ChooseCrossingFastestStrategy	L2R	876	2	1
5850001	ChooseCrossingFastestStrategy	L2R	1772	4	1
2860002	ChooseCrossingFastestStrategy	L2R	875	3	3
2860001	ChooseCrossingFastestStrategy	L2R	875	2	1
5850003	ChooseCrossingFastestStrategy	L2R	1773	4	1
5850002	ChooseCrossingFastestStrategy	L2R	1772	3	3
7300003	ChooseCrossingFastestStrategy	L2R	2208	4	1
7300002	ChooseCrossingFastestStrategy	L2R	2207	1	1
7300001	ChooseCrossingFastestStrategy	R2L	2207	2	2
2520002	ChooseCrossingFastestStrategy	L2R	773	2	1
300001	ChooseCrossingFastestStrategy	R2L	107	1	2
2520003	ChooseCrossingFastestStrategy	L2R	774	2	1
300002	ChooseCrossingFastestStrategy	R2L	107	2	3
300003	ChooseCrossingFastestStrategy	R2L	108	5	2
2520001	ChooseCrossingFastestStrategy	R2L	773	5	2
1750002	ChooseCrossingFastestStrategy	L2R	542	5	1
6960002	ChooseCrossingFastestStrategy	R2L	2105	5	2
1750003	ChooseCrossingFastestStrategy	L2R	543	2	1
4740001	ChooseCrossingFastestStrategy	L2R	1439	4	1
6960003	ChooseCrossingFastestStrategy	L2R	2105	1	3
4740002	ChooseCrossingFastestStrategy	R2L	1439	2	2
1750001	ChooseCrossingFastestStrategy	R2L	542	2	2
4740003	ChooseCrossingFastestStrategy	R2L	1440	3	2
6960001	ChooseCrossingFastestStrategy	L2R	2105	1	1
6190002	ChooseCrossingFastestStrategy	R2L	1875	3	2
3970001	ChooseCrossingFastestStrategy	R2L	1208	4	2
6190003	ChooseCrossingFastestStrategy	L2R	1874	5	1
9180001	ChooseCrossingFastestStrategy	L2R	2771	2	1
3970002	ChooseCrossingFastestStrategy	L2R	1208	3	1
9180002	ChooseCrossingFastestStrategy	R2L	2771	4	2
3970003	ChooseCrossingFastestStrategy	R2L	1209	1	2
6190001	ChooseCrossingFastestStrategy	R2L	1874	4	2
9180003	ChooseCrossingFastestStrategy	L2R	2772	4	1
5330001	ChooseCrossingFastestStrategy	R2L	1616	2	2
5330003	ChooseCrossingFastestStrategy	L2R	1616	1	3
5330002	ChooseCrossingFastestStrategy	L2R	1616	3	1
6780003	ChooseCrossingFastestStrategy	R2L	2052	5	2
6780002	ChooseCrossingFastestStrategy	L2R	2051	1	1
6780001	ChooseCrossingFastestStrategy	R2L	2051	3	2
640001	ChooseCrossingFastestStrategy	R2L	209	2	2
640003	ChooseCrossingFastestStrategy	R2L	210	2	2
640002	ChooseCrossingFastestStrategy	R2L	209	4	3
2090003	ChooseCrossingFastestStrategy	R2L	645	5	2
8230001	ChooseCrossingFastestStrategy	R2L	2486	2	2
2090002	ChooseCrossingFastestStrategy	R2L	644	2	3
2090001	ChooseCrossingFastestStrategy	R2L	644	5	2
8230003	ChooseCrossingFastestStrategy	L2R	2486	1	1
8230002	ChooseCrossingFastestStrategy	R2L	2486	5	3
8570002	ChooseCrossingFastestStrategy	L2R	2589	5	1
9680003	ChooseCrossingFastestStrategy	R2L	2921	2	3
8570003	ChooseCrossingFastestStrategy	L2R	2589	1	1
9680002	ChooseCrossingFastestStrategy	R2L	2921	5	2
9680001	ChooseCrossingFastestStrategy	L2R	2921	5	1
8570001	ChooseCrossingFastestStrategy	L2R	2588	4	1
2430001	ChooseCrossingFastestStrategy	L2R	746	5	1
3540002	ChooseCrossingFastestStrategy	L2R	1079	1	3
3540003	ChooseCrossingFastestStrategy	L2R	1080	3	1
2430003	ChooseCrossingFastestStrategy	L2R	747	1	1
2430002	ChooseCrossingFastestStrategy	R2L	746	3	2
3540001	ChooseCrossingFastestStrategy	L2R	1079	5	1
6440002	ChooseCrossingFastestStrategy	L2R	1949	3	1
4220001	ChooseCrossingFastestStrategy	L2R	1283	2	1
6440003	ChooseCrossingFastestStrategy	L2R	1949	5	3
4220002	ChooseCrossingFastestStrategy	R2L	1283	1	2
4220003	ChooseCrossingFastestStrategy	L2R	1283	4	3
6440001	ChooseCrossingFastestStrategy	R2L	1949	3	2
5670002	ChooseCrossingFastestStrategy	R2L	1718	5	2
5670003	ChooseCrossingFastestStrategy	R2L	1719	5	2
5670001	ChooseCrossingFastestStrategy	L2R	1718	4	1
7890001	ChooseCrossingFastestStrategy	L2R	2384	2	1
7890002	ChooseCrossingFastestStrategy	L2R	2385	3	1
7890003	ChooseCrossingFastestStrategy	L2R	2386	1	1
980002	ChooseCrossingFastestStrategy	R2L	311	3	3
980003	ChooseCrossingFastestStrategy	L2R	311	5	1
980001	ChooseCrossingFastestStrategy	R2L	311	2	2
3200001	ChooseCrossingFastestStrategy	L2R	977	4	1
3200002	ChooseCrossingFastestStrategy	L2R	977	2	3
3200003	ChooseCrossingFastestStrategy	R2L	977	3	2
8910003	ChooseCrossingFastestStrategy	R2L	2690	3	3
8910002	ChooseCrossingFastestStrategy	L2R	2690	3	1
8910001	ChooseCrossingFastestStrategy	R2L	2690	4	2
7550003	ChooseCrossingFastestStrategy	L2R	2283	4	1
7550002	ChooseCrossingFastestStrategy	L2R	2282	3	1
7550001	ChooseCrossingFastestStrategy	R2L	2282	1	2
210003	ChooseCrossingFastestStrategy	R2L	80	5	3
210002	ChooseCrossingFastestStrategy	R2L	80	3	2
210001	ChooseCrossingFastestStrategy	L2R	80	4	1
4650002	ChooseCrossingFastestStrategy	L2R	1412	1	1
5760003	ChooseCrossingFastestStrategy	R2L	1746	5	2
1320001	ChooseCrossingFastestStrategy	L2R	413	5	1
4650003	ChooseCrossingFastestStrategy	R2L	1413	4	2
5760002	ChooseCrossingFastestStrategy	L2R	1745	4	1
1320002	ChooseCrossingFastestStrategy	R2L	413	5	2
5760001	ChooseCrossingFastestStrategy	R2L	1745	3	2
1320003	ChooseCrossingFastestStrategy	R2L	413	4	3
4650001	ChooseCrossingFastestStrategy	R2L	1412	3	2
3110003	ChooseCrossingFastestStrategy	L2R	950	3	3
9250001	ChooseCrossingFastestStrategy	R2L	2792	2	2
3110002	ChooseCrossingFastestStrategy	L2R	950	4	1
3110001	ChooseCrossingFastestStrategy	R2L	950	2	2
9250003	ChooseCrossingFastestStrategy	R2L	2792	3	3
9250002	ChooseCrossingFastestStrategy	L2R	2792	2	1
9590002	ChooseCrossingFastestStrategy	R2L	2894	1	3
9590003	ChooseCrossingFastestStrategy	L2R	2894	5	1
9590001	ChooseCrossingFastestStrategy	R2L	2894	1	2
1660001	ChooseCrossingFastestStrategy	R2L	515	2	2
2770002	ChooseCrossingFastestStrategy	L2R	848	1	3
3880003	ChooseCrossingFastestStrategy	L2R	1181	4	3
550001	ChooseCrossingFastestStrategy	L2R	182	2	1
2770003	ChooseCrossingFastestStrategy	R2L	849	3	2
3880002	ChooseCrossingFastestStrategy	L2R	1181	2	1
550002	ChooseCrossingFastestStrategy	L2R	183	2	1
1660003	ChooseCrossingFastestStrategy	R2L	516	4	2
3880001	ChooseCrossingFastestStrategy	R2L	1181	5	2
550003	ChooseCrossingFastestStrategy	L2R	184	2	1
1660002	ChooseCrossingFastestStrategy	R2L	515	2	3
2770001	ChooseCrossingFastestStrategy	R2L	848	5	2
6100001	ChooseCrossingFastestStrategy	R2L	1847	5	2
7210002	ChooseCrossingFastestStrategy	L2R	2181	2	1
8320002	ChooseCrossingFastestStrategy	L2R	2513	3	1
4990001	ChooseCrossingFastestStrategy	R2L	1514	3	2
7210003	ChooseCrossingFastestStrategy	L2R	2182	5	1
8320003	ChooseCrossingFastestStrategy	R2L	2513	4	3
4990002	ChooseCrossingFastestStrategy	R2L	1515	3	2
6100003	ChooseCrossingFastestStrategy	R2L	1849	2	2
4990003	ChooseCrossingFastestStrategy	R2L	1516	4	2
6100002	ChooseCrossingFastestStrategy	R2L	1848	3	2
7210001	ChooseCrossingFastestStrategy	L2R	2180	5	1
8320001	ChooseCrossingFastestStrategy	R2L	2513	2	2
2340003	ChooseCrossingFastestStrategy	R2L	719	2	2
2340002	ChooseCrossingFastestStrategy	L2R	720	4	1
2340001	ChooseCrossingFastestStrategy	L2R	719	2	1
9770001	ChooseCrossingFastestStrategy	R2L	2948	5	2
9770003	ChooseCrossingFastestStrategy	L2R	2949	2	1
9770002	ChooseCrossingFastestStrategy	L2R	2948	3	1
3790001	ChooseCrossingFastestStrategy	R2L	1154	3	2
3790003	ChooseCrossingFastestStrategy	R2L	1155	3	2
3790002	ChooseCrossingFastestStrategy	L2R	1154	3	1
5240003	ChooseCrossingFastestStrategy	R2L	1590	4	2
5240002	ChooseCrossingFastestStrategy	L2R	1589	3	1
5240001	ChooseCrossingFastestStrategy	R2L	1589	5	2
7030003	ChooseCrossingFastestStrategy	L2R	2126	5	1
7030002	ChooseCrossingFastestStrategy	R2L	2127	1	2
7030001	ChooseCrossingFastestStrategy	R2L	2126	5	2
890001	ChooseCrossingFastestStrategy	L2R	284	2	1
2000002	ChooseCrossingFastestStrategy	L2R	618	1	1
2000003	ChooseCrossingFastestStrategy	L2R	619	1	1
8140001	ChooseCrossingFastestStrategy	L2R	2459	1	1
890003	ChooseCrossingFastestStrategy	R2L	284	3	3
8140002	ChooseCrossingFastestStrategy	R2L	2459	5	2
890002	ChooseCrossingFastestStrategy	R2L	284	2	2
2000001	ChooseCrossingFastestStrategy	L2R	617	2	1
8140003	ChooseCrossingFastestStrategy	L2R	2460	1	1
1230002	ChooseCrossingFastestStrategy	R2L	386	3	3
1230003	ChooseCrossingFastestStrategy	L2R	386	1	1
1230001	ChooseCrossingFastestStrategy	R2L	386	2	2
3450001	ChooseCrossingFastestStrategy	R2L	1052	2	2
8660001	ChooseCrossingFastestStrategy	L2R	2615	5	1
3450002	ChooseCrossingFastestStrategy	R2L	1053	1	2
8660002	ChooseCrossingFastestStrategy	R2L	2615	5	2
3450003	ChooseCrossingFastestStrategy	R2L	1054	2	2
8660003	ChooseCrossingFastestStrategy	L2R	2616	5	1
5580001	ChooseCrossingFastestStrategy	R2L	1691	3	2
6690002	ChooseCrossingFastestStrategy	L2R	2024	4	1
7800003	ChooseCrossingFastestStrategy	R2L	2359	2	2
4470001	ChooseCrossingFastestStrategy	L2R	1348	5	3
6690003	ChooseCrossingFastestStrategy	L2R	2024	5	3
7800002	ChooseCrossingFastestStrategy	R2L	2358	2	2
4470002	ChooseCrossingFastestStrategy	R2L	1358	3	2
5580003	ChooseCrossingFastestStrategy	R2L	1693	5	2
7800001	ChooseCrossingFastestStrategy	R2L	2357	4	2
4470003	ChooseCrossingFastestStrategy	R2L	1359	5	2
5580002	ChooseCrossingFastestStrategy	R2L	1692	5	2
6690001	ChooseCrossingFastestStrategy	R2L	2024	3	2
120001	ChooseCrossingFastestStrategy	R2L	53	4	3
120003	ChooseCrossingFastestStrategy	R2L	54	2	3
120002	ChooseCrossingFastestStrategy	L2R	53	5	1
1570003	ChooseCrossingFastestStrategy	L2R	489	4	1
4560001	ChooseCrossingFastestStrategy	R2L	1385	2	2
1570002	ChooseCrossingFastestStrategy	L2R	488	5	1
1570001	ChooseCrossingFastestStrategy	R2L	488	3	2
4560003	ChooseCrossingFastestStrategy	L2R	1385	5	1
4560002	ChooseCrossingFastestStrategy	R2L	1386	4	2
6010003	ChooseCrossingFastestStrategy	L2R	1820	2	3
9000001	ChooseCrossingFastestStrategy	L2R	2717	4	1
6010002	ChooseCrossingFastestStrategy	R2L	1820	5	2
6010001	ChooseCrossingFastestStrategy	L2R	1820	3	1
9000003	ChooseCrossingFastestStrategy	R2L	2717	5	2
9000002	ChooseCrossingFastestStrategy	L2R	2718	1	1
3020002	ChooseCrossingFastestStrategy	R2L	924	4	2
3020003	ChooseCrossingFastestStrategy	R2L	925	1	2
3020001	ChooseCrossingFastestStrategy	R2L	923	5	2
7460001	ChooseCrossingFastestStrategy	R2L	2255	4	2
6350001	ChooseCrossingFastestStrategy	L2R	1922	4	1
6350002	ChooseCrossingFastestStrategy	R2L	1922	4	2
